number,value,datetime_start,datetime_complete,duration,params_alpha,params_booster,params_colsample_bytree,params_eta,params_gamma,params_grow_policy,params_lambda,params_max_depth,params_min_child_weight,params_n_estimators,params_normalize_type,params_rate_drop,params_sample_type,params_skip_drop,params_subsample,state
10,0.535622448742957,2024-03-19 15:23:56.164741,2024-03-19 15:25:12.102619,0 days 00:01:15.937878,0.32989857845154164,dart,0.6654198457400576,0.021484268737144305,0.004507046095904593,depthwise,0.00017284448733604222,12,6,230,tree,2.8665667925210852e-08,uniform,0.2150266178978737,0.7839377539362514,COMPLETE
11,0.5319843353130304,2024-03-19 15:25:12.103621,2024-03-19 15:26:24.724103,0 days 00:01:12.620482,0.8503457382341393,dart,0.6739535785278552,0.023251096535644868,0.002789500310710243,depthwise,8.263521719880732e-05,11,6,230,tree,1.7276136581368633e-08,uniform,0.592702676473396,0.7735348095776082,COMPLETE
12,0.5346514526446622,2024-03-19 15:26:24.725118,2024-03-19 15:27:38.611658,0 days 00:01:13.886540,0.03021140391964129,dart,0.6189093408664412,0.021646682502432294,0.0023457698692762666,depthwise,0.00020069579583197945,12,8,230,tree,2.788926115225084e-08,uniform,0.2048379170033967,0.7736416759593219,COMPLETE
13,0.5416274468004391,2024-03-19 15:27:38.613664,2024-03-19 15:29:05.602040,0 days 00:01:26.988376,0.034742289219353954,dart,0.8027736152121905,0.0375580082676627,0.007289572545110167,depthwise,0.00020287510686253703,13,10,240,forest,3.899967359186764e-06,uniform,0.0006421312972903878,0.7636608233282197,COMPLETE
14,0.5402970878216259,2024-03-19 15:29:05.603043,2024-03-19 15:30:29.903996,0 days 00:01:24.300953,0.01216367779572315,dart,0.8295005996240088,0.036528490533171476,0.019172355448657835,depthwise,0.005938991871521944,13,10,240,forest,9.817144419925098e-06,uniform,0.00015715967146945152,0.9980858113782691,COMPLETE
15,0.5442289182824533,2024-03-19 15:30:29.905014,2024-03-19 15:32:02.403857,0 days 00:01:32.498843,0.00157793133097553,dart,0.8689894600539694,0.039394852096245866,0.0005055165115526808,depthwise,0.7390536860025725,14,10,240,forest,2.5117395799064517e-05,weighted,0.0003510822766476307,0.7150853792238296,COMPLETE
16,0.543699118007364,2024-03-19 15:32:02.404859,2024-03-19 15:33:34.617085,0 days 00:01:32.212226,1.589360914259106e-05,dart,0.8664161042165278,0.04114131120339637,0.00019557880178685578,depthwise,0.9407220130128634,14,10,240,forest,3.137639757140727e-05,weighted,0.002129074217855233,0.6817142651504539,COMPLETE
17,0.5442668332652326,2024-03-19 15:33:34.618135,2024-03-19 15:34:49.871553,0 days 00:01:15.253418,1.4628459622739956e-05,dart,0.8874974287160076,0.0413460736652409,0.00017818221010190092,depthwise,0.6296337804148245,14,8,210,forest,0.0003357833700192299,weighted,3.1526747297065615e-06,0.6738526167785146,COMPLETE
18,0.5428096964825999,2024-03-19 15:34:49.872557,2024-03-19 15:36:05.765108,0 days 00:01:15.892551,0.0005478641699510154,dart,0.9104130892673625,0.04453054645772149,0.0003800443308250532,depthwise,0.16023164587099778,14,8,210,forest,0.0007038675206291391,weighted,1.5190916178475183e-06,0.6303248627859686,COMPLETE
19,0.5361673771322841,2024-03-19 15:36:05.766110,2024-03-19 15:37:14.940218,0 days 00:01:09.174108,2.6077059461182426e-08,dart,0.5373707963491103,0.031607471038608365,7.061748753295251e-06,depthwise,0.0022905093260829445,16,8,210,forest,0.0008610209588654279,weighted,1.4097225663032388e-06,0.46169149668488996,COMPLETE
20,0.5433362436846766,2024-03-19 15:37:14.941221,2024-03-19 15:38:21.609818,0 days 00:01:06.668597,7.462756913026175e-06,dart,0.7420839304631709,0.048593724819678434,1.0461745456186112e-08,depthwise,1.4566858638737232e-05,12,6,210,forest,2.0487107140438484e-06,weighted,2.4821663028766605e-06,0.5927693853285986,COMPLETE
21,0.5441218532088155,2024-03-19 15:38:21.611824,2024-03-19 15:39:41.657252,0 days 00:01:20.045428,1.9708772306285257e-05,dart,0.8839781493607188,0.04197585803807194,0.00023517529249473794,depthwise,0.8934575232045362,14,10,220,forest,6.646977684797325e-05,weighted,0.005124452985993871,0.6811944460171744,COMPLETE
22,0.5436675132294226,2024-03-19 15:39:41.658254,2024-03-19 15:41:06.816976,0 days 00:01:25.158722,0.00010159184300876025,dart,0.9047393264515383,0.031108543932081924,0.0004004512943417863,depthwise,0.09978027272040114,15,10,220,forest,0.0002529802328635041,weighted,0.008311684044366724,0.6843524592738431,COMPLETE
23,0.5440508391231033,2024-03-19 15:41:06.818977,2024-03-19 15:42:23.506299,0 days 00:01:16.687322,0.001377189651120677,dart,0.7490084717191877,0.04611689371014522,2.4640630726464707e-05,depthwise,0.36592466246225425,14,10,220,forest,0.009504897896127767,weighted,0.013876625361460684,0.6960998345543155,COMPLETE
24,0.5063802682174869,2024-03-19 15:42:23.507303,2024-03-19 15:43:20.695375,0 days 00:00:57.188072,5.678913276857019e-06,dart,0.20607944604059392,0.03170865116896883,0.04810623920629043,depthwise,0.019650124277184502,13,8,210,forest,7.537255810163299e-05,weighted,1.841467710402647e-05,0.5009283797103801,COMPLETE
25,0.5364114659037342,2024-03-19 15:43:20.696393,2024-03-19 15:44:29.574320,0 days 00:01:08.877927,4.8928365945942186e-05,dart,0.9308101156532667,0.0690895690919026,0.0007929685316937264,depthwise,0.0011033173119913986,14,8,200,tree,5.752972772467599e-07,weighted,9.488401386516797e-08,0.8397526969938279,COMPLETE
26,0.5395980025314094,2024-03-19 15:44:29.575322,2024-03-19 15:45:53.236454,0 days 00:01:23.661132,6.106595511030835e-08,dart,0.8536381556817165,0.05299474523581135,5.254354963400487e-05,depthwise,0.19881142972370025,16,10,220,forest,3.66179938072371e-05,weighted,1.810166030090384e-05,0.5412800544894174,COMPLETE
27,0.44359242964074347,2024-03-19 15:45:53.237454,2024-03-19 15:46:40.835443,0 days 00:00:47.597989,0.0035911410095114367,dart,0.9957196481774543,0.04050140342615018,1.8483470900737254e-06,depthwise,0.5769121806234997,13,10,210,forest,0.8418201441135017,weighted,0.019059166369968076,0.7063528732539517,COMPLETE
28,0.5374423037098508,2024-03-19 15:46:40.836446,2024-03-19 15:48:00.739942,0 days 00:01:19.903496,0.0002270823864355141,dart,0.7907864464347316,0.033937718525940845,0.0008824935735251715,depthwise,0.03868229641212937,15,12,220,forest,0.0024334229405977995,weighted,0.0031123978837531573,0.6372671927998721,COMPLETE
29,0.528302096518694,2024-03-19 15:48:00.741965,2024-03-19 15:49:08.061081,0 days 00:01:07.319116,5.778972341189184e-06,dart,0.7159529164714452,0.06125234340622942,5.5512035765503494e-05,depthwise,0.010497142397056427,14,8,210,tree,0.00015472242072181016,weighted,2.786184976343579e-07,0.38029986641331076,COMPLETE
30,0.5405591602588794,2024-03-19 15:49:08.062083,2024-03-19 15:50:20.986006,0 days 00:01:12.923923,9.589625025150777e-07,dart,0.5733684340369964,0.02817753378240624,0.03519483113545949,depthwise,0.09164883536753543,14,10,220,forest,1.2884968293123117e-05,weighted,1.070116827969091e-05,0.8413954813857887,COMPLETE
31,0.5469498545976841,2024-03-19 15:50:20.987008,2024-03-19 15:51:40.228130,0 days 00:01:19.241122,0.001490697755862538,dart,0.8546173904005345,0.04568334981241932,3.3542988420770624e-05,depthwise,0.29430030471076957,14,10,220,forest,0.02421690221158709,weighted,0.0012610049496850223,0.7218018660663547,COMPLETE
32,0.5421820458355635,2024-03-19 15:51:40.229132,2024-03-19 15:52:55.177275,0 days 00:01:14.948143,0.00040536048470980816,dart,0.8767761382965039,0.04408935027327536,0.00011760511499523691,depthwise,0.9481284857121758,13,10,220,forest,0.04513251471446983,weighted,0.0009414211829421753,0.6532500551748961,COMPLETE
33,0.5423741959061471,2024-03-19 15:52:55.178293,2024-03-19 15:54:25.136499,0 days 00:01:29.958206,0.0021484248375166454,dart,0.9454230866247573,0.049696351201101864,5.819545677068967e-06,depthwise,0.23799532242353413,15,12,230,forest,0.000354953768554075,weighted,0.00010746251944676369,0.7279379774354355,COMPLETE
34,0.5360613812455023,2024-03-19 15:54:25.139043,2024-03-19 15:55:44.364231,0 days 00:01:19.225188,5.708698963112307e-05,dart,0.8227647960475489,0.06540384356134722,2.731514409553212e-05,lossguide,0.09077490160715714,14,10,220,forest,5.345248760547705e-07,weighted,0.06867088897584508,0.575626513479756,COMPLETE
35,0.5420870908641312,2024-03-19 15:55:44.365232,2024-03-19 15:56:53.476692,0 days 00:01:09.111460,2.282614948608022e-06,dart,0.8901065027530192,0.03973948210108402,2.518105110176896e-06,depthwise,0.2551349233693152,15,12,200,forest,0.04000381307758816,weighted,0.002979490301224581,0.7266242255858942,COMPLETE
36,0.5434659229432939,2024-03-19 15:56:53.478692,2024-03-19 15:57:13.531092,0 days 00:00:20.052400,1.6641273952060407e-05,gbtree,0.7912456532088542,0.05489595051340737,0.00028180081751156725,lossguide,0.0016663285257943476,13,8,210,,,,,0.8280756085306868,COMPLETE
37,0.5369636713487937,2024-03-19 15:57:13.532091,2024-03-19 15:58:37.662206,0 days 00:01:24.130115,1.444723893734559e-07,dart,0.9403742566716028,0.027038169648366785,0.0010984647312592003,depthwise,0.9192722444546914,14,12,230,forest,0.001733107142709833,weighted,0.00026718454311612695,0.9006991141759064,COMPLETE
38,0.5420814108259387,2024-03-19 15:58:37.664709,2024-03-19 15:59:03.668666,0 days 00:00:26.003957,0.00018348308469187262,gbtree,0.8507672210277202,0.04580016734144178,5.488259702497861e-05,depthwise,0.05225021868516303,15,8,210,,,,,0.5621660723120185,COMPLETE
39,0.532739559831148,2024-03-19 15:59:03.669684,2024-03-19 16:00:13.281722,0 days 00:01:09.612038,0.000997111030884542,dart,0.7038097536910071,0.05705487529357521,8.861757879098606e-07,lossguide,0.3643757446874514,14,10,220,forest,0.14087614087898814,weighted,6.047037210914156e-05,0.6450168539818703,COMPLETE
40,0.5382055646245633,2024-03-19 16:00:13.284619,2024-03-19 16:00:35.353607,0 days 00:00:22.068988,0.008271825021969296,gbtree,0.999036653608593,0.049616635556447575,1.6296516620068032e-05,depthwise,0.014795025688778574,12,6,200,,,,,0.7423384921288867,COMPLETE
41,0.5417972061674913,2024-03-19 16:00:35.354609,2024-03-19 16:01:51.843290,0 days 00:01:16.488681,0.001036103131862865,dart,0.745272818671727,0.04418696138349901,0.00013189191923429624,depthwise,0.21373950887060716,14,10,220,forest,0.01788494611044454,weighted,0.01758156491007051,0.6872442255121849,COMPLETE
42,0.5451982763455858,2024-03-19 16:01:51.844862,2024-03-19 16:03:08.797600,0 days 00:01:16.952738,0.0019520553712109436,dart,0.7681285445975606,0.03669351255668768,2.5158265096587493e-05,depthwise,0.3051361263313011,14,10,220,forest,0.007408250536020316,weighted,0.01018461889779126,0.8078136990752861,COMPLETE
43,0.5278768648778464,2024-03-19 16:03:08.798603,2024-03-19 16:04:14.812616,0 days 00:01:06.014013,0.0039253914459835264,dart,0.7749351566046686,0.03655099196115615,7.185139396560744e-05,depthwise,0.04688015252351462,13,10,220,forest,0.18192356228083192,weighted,0.0011443319471761255,0.8157502089613752,COMPLETE
44,0.5397168188842534,2024-03-19 16:04:14.814621,2024-03-19 16:05:43.693659,0 days 00:01:28.879038,0.00034092206229250255,dart,0.9592942610580276,0.04172102233548294,2.453160832951384e-07,depthwise,0.4500145320434397,15,12,230,forest,0.004702635264931534,weighted,0.043273257912851214,0.8967043612706997,COMPLETE
45,0.5434002474252049,2024-03-19 16:05:43.694657,2024-03-19 16:07:02.109457,0 days 00:01:18.414800,8.432912142744401e-05,dart,0.8311755735867064,0.03502467215150902,0.0013341144796973215,lossguide,2.450921903697865e-07,14,10,220,forest,0.000695187631769847,weighted,0.005886652459089942,0.789559902505706,COMPLETE
46,0.5385793082319257,2024-03-19 16:07:02.111461,2024-03-19 16:08:29.442596,0 days 00:01:27.331135,0.028697994179556457,dart,0.8989674721721804,0.026706204419655523,1.4467967492995783e-05,depthwise,0.11853316622953292,15,12,230,forest,6.589306049574642e-05,weighted,0.0005191901319667261,0.966316511710759,COMPLETE
47,0.5210323123448962,2024-03-19 16:08:29.443598,2024-03-19 16:08:55.911421,0 days 00:00:26.467823,3.206351302088579e-05,gbtree,0.8087750327786379,0.09144789145504287,0.0002734754215536857,depthwise,0.0037867939491958635,16,8,210,,,,,0.7499821338752777,COMPLETE
48,0.5428800490422128,2024-03-19 16:08:55.913425,2024-03-19 16:10:15.004716,0 days 00:01:19.091291,0.01715825438501216,dart,0.8567250206012005,0.07144534000675229,2.830680765195248e-06,depthwise,1.0272510381875528e-08,14,10,220,tree,0.01134108874165518,weighted,5.419876547172967e-06,0.618703399071825,COMPLETE
49,0.5400352863294742,2024-03-19 16:10:15.006301,2024-03-19 16:11:45.595686,0 days 00:01:30.589385,0.06884168103705127,dart,0.968455942021899,0.05937577971761919,0.009375762073909341,depthwise,1.4706792293591351e-05,13,8,240,forest,0.002643932362967304,uniform,1.3134608943214487e-08,0.7974414830915567,COMPLETE
50,0.542531335684605,2024-03-19 16:11:45.597692,2024-03-19 16:13:01.580469,0 days 00:01:15.982777,0.003150649880005237,dart,0.6896681467452229,0.05182022709319034,0.0021992690269767856,lossguide,0.9849313344596636,13,12,230,tree,1.4141471865637073e-05,uniform,0.09073145728903563,0.869908969132066,COMPLETE
51,0.5442472401887647,2024-03-19 16:13:01.581471,2024-03-19 16:14:18.488435,0 days 00:01:16.906964,0.0013650008822409544,dart,0.7542177626176011,0.046764669662119694,3.0287989414344464e-05,depthwise,0.42357125298743525,14,10,220,forest,0.009581250909533713,weighted,0.012289294898766756,0.6725083500696207,COMPLETE
52,0.5451030967190512,2024-03-19 16:14:18.490439,2024-03-19 16:15:32.168416,0 days 00:01:13.677977,0.0006106986131489227,dart,0.6210736350984599,0.039493255192163984,0.0004991718829090416,depthwise,0.06910132152991494,14,10,220,forest,0.025374276033354067,weighted,0.001782629896952803,0.6688615679919485,COMPLETE
53,0.5461438717165157,2024-03-19 16:15:32.169417,2024-03-19 16:16:44.926144,0 days 00:01:12.756727,0.0006858997156960801,dart,0.6028283566930951,0.047983259270471694,0.0005354757281363066,depthwise,0.06448889797288739,14,10,220,forest,0.025508103897438412,weighted,0.0015437285399291143,0.7275651859423103,COMPLETE
54,0.5378711952655024,2024-03-19 16:16:44.927147,2024-03-19 16:17:56.980812,0 days 00:01:12.053665,0.0006082781434715391,dart,0.5045381502525598,0.04847234453383596,3.133828456696301e-05,depthwise,0.028612049654038067,15,10,220,forest,0.02706629606195753,weighted,0.001379019946017213,0.5957207956228239,COMPLETE
55,0.49632226073566327,2024-03-19 16:17:56.981814,2024-03-19 16:18:54.108930,0 days 00:00:57.127116,0.005477224775127325,dart,0.6261116473998185,0.03841344926907074,8.822434109337566e-06,depthwise,0.07195415667521589,14,10,220,forest,0.523879806383526,weighted,0.32964492065609,0.6630949634819375,COMPLETE
56,0.5334309160242453,2024-03-19 16:18:54.109931,2024-03-19 16:20:05.218021,0 days 00:01:11.108090,0.08405458429854543,dart,0.640901447265901,0.05398482307521354,0.00013626601233369614,depthwise,0.0007396899340989181,14,14,220,forest,0.05487351742868085,uniform,0.03183509132994635,0.6175058193207843,COMPLETE
57,0.5423342495378989,2024-03-19 16:20:05.219024,2024-03-19 16:21:15.972990,0 days 00:01:10.753966,0.0006190092516893621,dart,0.5938842941548925,0.033780543162137314,0.0005184786012108335,depthwise,0.01147825035816335,13,10,220,forest,0.00601854393229518,weighted,0.0001697112818869906,0.7693517660822685,COMPLETE
58,0.5401801960612355,2024-03-19 16:21:15.973978,2024-03-19 16:21:26.823516,0 days 00:00:10.849538,0.00011938448445552173,gbtree,0.43547019575087625,0.045152585036693824,0.0041991226286892495,depthwise,0.38366881422440563,11,8,210,,,,,0.7445301373299361,COMPLETE
59,0.5295922935213795,2024-03-19 16:21:26.824526,2024-03-19 16:22:27.957894,0 days 00:01:01.133368,0.0020129663303937685,dart,0.5031033624222864,0.04829912634526376,0.23025161558001425,depthwise,0.14679826831284115,14,10,210,forest,0.1158845101906315,weighted,0.002798161787457583,0.6642629465233615,COMPLETE
60,0.5423778191594779,2024-03-19 16:22:27.958752,2024-03-19 16:23:38.553689,0 days 00:01:10.594937,0.0002413694034200215,dart,0.3775130127081112,0.04300917303879864,0.00010061598110894494,depthwise,0.02270237324776239,15,6,220,forest,0.019127285783964335,weighted,0.008251469406145706,0.4997877401687001,COMPLETE
61,0.4826189998887811,2024-03-19 16:23:38.554703,2024-03-19 16:24:31.003893,0 days 00:00:52.449190,0.0019648506578387763,dart,0.5608617373227919,0.038351366711471095,0.0005423071874718194,depthwise,0.5307599592859991,14,10,220,forest,0.3944431654297521,weighted,0.0002995956127905189,0.716991434302432,COMPLETE
62,0.5451759656260358,2024-03-19 16:24:31.004911,2024-03-19 16:25:53.697583,0 days 00:01:22.692672,0.009054029760619258,dart,0.7210361142343393,0.031117015671031267,3.352427021378181e-05,depthwise,0.17700164854331632,14,10,230,forest,0.005397174716116959,weighted,0.00065233190245691,0.7149572284236322,COMPLETE
63,0.4969185162952634,2024-03-19 16:25:53.698582,2024-03-19 16:27:05.723138,0 days 00:01:12.024556,0.015223533167421295,dart,0.7177793126721754,0.03139639499257578,3.8209068964631145e-05,depthwise,0.16277460002309357,14,10,230,forest,0.004912203075665335,weighted,0.0007057631420489975,0.20915623778207942,COMPLETE
64,0.5411048897585559,2024-03-19 16:27:05.725143,2024-03-19 16:28:23.588995,0 days 00:01:17.863852,0.00780920041179704,dart,0.6615561701704917,0.028903417159688513,1.4923405426342898e-05,depthwise,0.05969999226774077,13,10,230,forest,0.019300956951574428,weighted,0.001724283279752515,0.70648167916394,COMPLETE
65,0.5422419807402667,2024-03-19 16:28:23.590008,2024-03-19 16:29:41.474637,0 days 00:01:17.884629,0.0009247010849796503,dart,0.7726188013584688,0.025089376309577374,4.764814445799797e-06,depthwise,0.006933736126081033,14,10,220,forest,0.0014202170209279927,weighted,0.005166946860982578,0.8006093066323307,COMPLETE
66,0.5456140387491739,2024-03-19 16:29:41.475639,2024-03-19 16:30:56.894230,0 days 00:01:15.418591,0.0004040205667604697,dart,0.6848624785203307,0.036520786140496295,0.00022029689033777172,depthwise,0.32415159043947517,14,8,220,tree,0.00951998868007038,uniform,0.0005663512159812076,0.8623282758346483,COMPLETE
67,0.5060131855685187,2024-03-19 16:30:56.895291,2024-03-19 16:32:14.897428,0 days 00:01:18.002137,0.0004589034967413455,dart,0.6084563640366588,0.03518584258829514,0.00017911113774273844,depthwise,0.2719020578795865,14,8,230,tree,0.060760007702714315,uniform,4.3544327484014484e-05,0.8680210390591605,COMPLETE
68,0.5446932929373699,2024-03-19 16:32:14.898431,2024-03-19 16:33:19.805518,0 days 00:01:04.907087,0.00013480436620124647,dart,0.6851424481762047,0.04057296133808158,0.0014251090680487744,depthwise,0.031472778824423765,13,8,210,tree,0.0036268170202157445,uniform,0.0005495581811058573,0.931357074627721,COMPLETE
69,0.5427003424855126,2024-03-19 16:33:19.807147,2024-03-19 16:34:27.519305,0 days 00:01:07.712158,0.00013829607556138418,dart,0.6802252990780651,0.03278281341550299,0.0016190318845823773,depthwise,0.034831287498598235,12,8,220,tree,0.003660075564599769,uniform,0.0005082783145753959,0.9906520670066095,COMPLETE
70,0.5419948043044576,2024-03-19 16:34:27.520294,2024-03-19 16:35:44.478768,0 days 00:01:16.958474,0.0002957045553465194,dart,0.6419499609580372,0.02978523287402139,0.009068061600692436,lossguide,0.10653494380829184,13,8,230,tree,0.009894071559419735,uniform,0.00017883895785788064,0.9217038384757305,COMPLETE
71,0.5441102701196805,2024-03-19 16:35:44.479770,2024-03-19 16:36:58.531637,0 days 00:01:14.051867,6.295996609898649e-05,dart,0.7252968115558687,0.03654608165045604,7.824998833906405e-05,depthwise,0.07053748953555465,15,6,210,tree,0.0010228314100495508,uniform,0.0017003724543900461,0.9455511338856369,COMPLETE
72,0.5410256706570916,2024-03-19 16:36:58.532640,2024-03-19 16:38:07.968905,0 days 00:01:09.436265,3.649488184395442e-05,dart,0.6918343547713874,0.04021868808090068,0.0009101973897571113,depthwise,0.14874543266693366,14,8,210,tree,0.021707439400965183,uniform,8.502415979036715e-05,0.8476256616365498,COMPLETE
73,0.5456241746761968,2024-03-19 16:38:07.969918,2024-03-19 16:39:07.664899,0 days 00:00:59.694981,1.0071344247406465e-05,dart,0.5869189162227433,0.04300847510839591,0.0002908020496129852,depthwise,0.2714875108124508,13,8,200,tree,0.0003083782367485993,uniform,0.0007344247126913323,0.8780991854363358,COMPLETE
74,0.5459147879365323,2024-03-19 16:39:07.665902,2024-03-19 16:40:06.592038,0 days 00:00:58.926136,1.0384913822517142e-05,dart,0.5493323211040139,0.04198480360700933,0.0033931556630038212,depthwise,0.2848206459177434,13,8,200,tree,0.0004651110462456169,uniform,0.0006245432566753909,0.8744393901117672,COMPLETE
75,0.4869000148365462,2024-03-19 16:40:06.594043,2024-03-19 16:41:00.488338,0 days 00:00:53.894295,1.237883267454524e-06,dart,0.5375076128832894,0.04308049405834619,0.0003508505554754796,depthwise,0.21967396023326183,12,8,200,tree,0.08607783807860743,uniform,0.0009459015229693881,0.8933994899351747,COMPLETE
76,0.5347332499460089,2024-03-19 16:41:00.489419,2024-03-19 16:42:01.589945,0 days 00:01:01.100526,2.7072972759521055e-06,dart,0.5937197653068184,0.020879166254225746,0.003727526741037608,depthwise,0.29366415634734283,13,8,200,tree,0.00045506310081620073,uniform,0.0028833241399934696,0.8156076599828981,COMPLETE
77,0.5415607522971968,2024-03-19 16:42:01.591295,2024-03-19 16:42:14.840048,0 days 00:00:13.248753,1.2536436857011967e-05,gbtree,0.47649724219674394,0.03836096859748374,0.019698890529726305,depthwise,2.002162663728756e-05,13,10,200,,,,,0.7640162953226861,COMPLETE
78,0.5444242718776264,2024-03-19 16:42:14.841051,2024-03-19 16:43:13.881277,0 days 00:00:59.040226,0.003207689940347916,dart,0.5616842280715034,0.035059219448908635,0.0002047799959271637,depthwise,0.5758540722729133,13,8,200,tree,0.00021403101570622993,uniform,0.00032186015345001554,0.8776929536394973,COMPLETE
79,0.5465684017220201,2024-03-19 16:43:13.883097,2024-03-19 16:44:09.241597,0 days 00:00:55.358500,3.551016254104508e-06,dart,0.5260455565183384,0.0511356739143681,4.3109658729027905e-05,depthwise,0.08642362346938895,12,10,200,tree,0.0001533951583793603,uniform,3.654529569413828e-05,0.8504674643182828,COMPLETE
80,0.5432809927374704,2024-03-19 16:44:09.243602,2024-03-19 16:45:02.707081,0 days 00:00:53.463479,5.001596847657227e-07,dart,0.5220236133497566,0.050895152696736584,5.550557544550637e-05,depthwise,0.0003661848920230705,11,6,200,tree,0.00013368649272692504,uniform,3.2104134056824265e-05,0.8389348519488845,COMPLETE
81,0.5409947145171627,2024-03-19 16:45:02.708099,2024-03-19 16:45:58.798588,0 days 00:00:56.090489,2.8997547145065355e-06,dart,0.5719632443916073,0.04740582405616139,0.0005857133443495504,depthwise,0.07697898420911932,12,10,200,tree,0.0017662449670374748,uniform,0.00012538652525213642,0.8541220676393646,COMPLETE
82,0.5408410788329254,2024-03-19 16:45:58.799624,2024-03-19 16:46:53.586620,0 days 00:00:54.786996,2.6995379430163977e-07,dart,0.4706857827470767,0.057192752196151164,1.1515839425726981e-05,depthwise,0.14852134936965472,12,10,200,tree,0.0005250564428142525,uniform,0.0009258643913092748,0.8107782755471248,COMPLETE
83,0.38037754782180205,2024-03-19 16:46:53.587622,2024-03-19 16:47:48.374972,0 days 00:00:54.787350,4.540885033986765e-06,dart,0.6459468308368672,0.04259019129766148,9.465429855617581e-05,depthwise,0.048245592155519185,14,10,200,tree,0.2229597800932646,uniform,0.004203836286304719,0.737893410877542,COMPLETE
84,0.5309280817615254,2024-03-19 16:47:48.375966,2024-03-19 16:49:05.971205,0 days 00:01:17.595239,0.0006731303420328694,dart,0.6220274236257148,0.05195501049832489,4.374099706181853e-05,depthwise,0.6236736649924499,12,10,240,tree,0.03411135304291456,uniform,0.00023107069449163274,0.7870644868071903,COMPLETE
85,0.5440416369867528,2024-03-19 16:49:05.972192,2024-03-19 16:49:59.137671,0 days 00:00:53.165479,2.2136663901947367e-05,dart,0.5385378064788903,0.04700686756615772,0.0021867618188901503,depthwise,0.014603802096155846,11,8,200,tree,4.398286972505204e-05,uniform,0.0017308157204787339,0.91393840894699,COMPLETE
86,0.542275383652975,2024-03-19 16:49:59.138673,2024-03-19 16:51:11.232147,0 days 00:01:12.093474,0.002862089460231385,dart,0.5915966767676137,0.04501214518649932,2.0617254758020068e-05,depthwise,2.7944335961999106e-06,14,12,220,tree,0.011295920558987566,uniform,0.0004520595094099395,0.8281534491244014,COMPLETE
