number,values_0,values_1,datetime_start,datetime_complete,duration,params_alpha,params_booster,params_colsample_bytree,params_eta,params_gamma,params_grow_policy,params_lambda,params_max_depth,params_min_child_weight,params_n_estimators,params_normalize_type,params_rate_drop,params_sample_type,params_skip_drop,params_subsample,system_attrs_nsga2:generation,state
69,0.2633485367526662,0.46126056896591605,2024-03-10 02:38:32.985871,2024-03-10 02:47:50.751537,0 days 00:09:17.765666,0.000975312034035248,dart,0.796308115344166,0.009750923872912072,0.23378698533003012,depthwise,7.810165979136746e-06,5,8,140,forest,4.831173060842508e-08,weighted,6.218788446092864e-08,0.5421459936549349,1,COMPLETE
70,-0.09599035223569312,0.6879244849808278,2024-03-10 02:47:50.753121,2024-03-10 03:09:29.336443,0 days 00:21:38.583322,1.0258443747333188e-06,dart,0.8501005677298119,9.687000551375115e-06,0.01701128961117606,depthwise,0.001056491341309208,5,8,220,tree,0.0046989573413454225,weighted,0.0009086567073017527,0.9980577575304108,1,COMPLETE
71,-0.0698655252820253,0.6713401268542727,2024-03-10 03:09:29.337033,2024-03-10 03:30:48.933074,0 days 00:21:19.596041,0.6314567793566942,dart,0.333586241327942,0.00019878009793050706,2.420260037671136e-08,depthwise,8.534312597077937e-07,5,7,260,forest,0.007028823945866934,uniform,2.6163954379079837e-07,0.2994536945508974,1,COMPLETE
72,-0.09535614236925567,0.6875198436968875,2024-03-10 03:30:48.933074,2024-03-10 03:57:23.826347,0 days 00:26:34.893273,6.766191932450977e-07,dart,0.87587207793859,1.205055809464742e-05,0.5337499697226323,depthwise,3.8333624322618344e-07,5,2,280,forest,0.004276155344243378,weighted,5.735382574348755e-07,0.21580408752118246,1,COMPLETE
73,0.48564086552982405,0.3233076839544611,2024-03-10 03:57:23.828238,2024-03-10 04:03:18.423852,0 days 00:05:54.595614,1.2364739277973508e-06,gbtree,0.6671642506348463,0.05845655958323326,0.0014314784337936153,lossguide,0.00018331562926038282,5,10,260,,,,,0.6426955119016897,1,COMPLETE
74,0.40807252939573785,0.36994809417778923,2024-03-10 04:03:18.423852,2024-03-10 04:14:43.281833,0 days 00:11:24.857981,4.771346364719175e-05,dart,0.333586241327942,0.15619551499544634,0.07785028045007336,depthwise,0.002130775537299379,7,7,180,forest,4.3004046699159664e-06,uniform,6.238331429851937e-08,0.2994536945508974,1,COMPLETE
75,-0.09591908525359316,0.687878364346628,2024-03-10 04:14:43.282833,2024-03-10 04:35:48.698856,0 days 00:21:05.416023,1.0258443747333188e-06,dart,0.7764604329038947,9.687000551375115e-06,0.01701128961117606,depthwise,0.001056491341309208,5,8,220,forest,3.217027115990624e-06,weighted,9.403645307094516e-07,0.9980577575304108,1,COMPLETE
76,0.24791670106035454,0.46517821329190445,2024-03-10 04:35:48.698856,2024-03-10 04:38:04.109238,0 days 00:02:15.410382,2.758604116228163e-06,gbtree,0.4128320152862685,0.3054123717456592,8.726583060656449e-08,depthwise,0.0001633533279217977,7,6,160,,,,,0.3424973459656837,1,COMPLETE
77,0.4451616987545598,0.3481661252473024,2024-03-10 04:38:04.110241,2024-03-10 05:08:33.007143,0 days 00:30:28.896902,5.657597514740865e-07,dart,0.6403280387338683,0.11077950067426404,4.700718542563148e-08,depthwise,1.3563327114885502e-06,7,10,300,tree,0.08154729756115792,weighted,2.3686472655400143e-08,0.376237895814979,1,COMPLETE
78,-0.00582493316638355,0.6298552356717954,2024-03-10 05:08:33.007143,2024-03-10 05:35:33.323036,0 days 00:27:00.315893,0.17387313785742203,dart,0.29431553745200284,0.0010098770308307964,2.0183889293327094e-06,lossguide,3.136629158005088e-05,3,2,300,forest,1.9483706198637457e-07,weighted,1.1818381323792867e-07,0.35683849948868734,1,COMPLETE
79,-0.07359696592149938,0.6735170706513934,2024-03-10 05:35:33.323036,2024-03-10 05:39:04.701666,0 days 00:03:31.378630,5.657597514740865e-07,gbtree,0.7311419970605237,0.00023074992263553547,4.700718542563148e-08,depthwise,1.591026660486733e-05,3,2,280,,,,,0.4628990729144432,1,COMPLETE
80,0.4529515365018133,0.34324622877951166,2024-03-10 05:39:04.702667,2024-03-10 06:00:26.035530,0 days 00:21:21.332863,2.6186830002293746e-06,dart,0.29431553745200284,0.17749960044444962,3.328907440983689e-05,depthwise,3.136629158005088e-05,3,2,260,tree,4.514895066260192e-06,weighted,8.793902511774345e-06,0.9653506260775142,1,COMPLETE
81,-0.01902073021897077,0.6389231181514912,2024-03-10 06:00:26.036534,2024-03-10 06:04:34.679117,0 days 00:04:08.642583,0.07929375377291031,dart,0.46422458998824645,0.0015528498083855209,5.1410396987933253e-05,depthwise,0.0016389629401490707,5,6,100,tree,0.001271545055441559,uniform,1.9652807724999262e-06,0.32714629747020385,1,COMPLETE
82,0.43891297786492267,0.35247776933857833,2024-03-10 06:04:34.687516,2024-03-10 06:12:21.183444,0 days 00:07:46.495928,0.22461964962413392,dart,0.42948145235624546,0.05507558529432227,0.00011355258750159,lossguide,0.00016522388903972757,5,2,140,forest,1.9202779832276112e-06,weighted,1.5200578690350335e-06,0.5111515087186029,1,COMPLETE
83,-0.09589130374955493,0.6878554084002741,2024-03-10 06:12:21.184011,2024-03-10 06:42:11.363804,0 days 00:29:50.179793,3.494630585079505e-08,dart,0.6671642506348463,1.1488844446670564e-05,2.4419252801801155e-05,lossguide,0.0024327791452268487,3,5,300,forest,3.3612686481794406e-06,uniform,0.007836980732156001,0.8258370202096919,1,COMPLETE
84,0.427099514872069,0.357898942014048,2024-03-10 06:42:11.364807,2024-03-10 07:10:53.157254,0 days 00:28:41.792447,5.657597514740865e-07,dart,0.7311419970605237,0.11077950067426404,1.2049398266358858e-05,depthwise,1.3563327114885502e-06,3,10,300,forest,2.0279878232074637e-06,uniform,5.1159076937173683e-08,0.376237895814979,1,COMPLETE
85,-0.097194057459695,0.6886912896593195,2024-03-10 07:10:53.158257,2024-03-10 07:22:55.795381,0 days 00:12:02.637124,0.000975312034035248,dart,0.796308115344166,2.7820114109346156e-07,0.23378698533003012,depthwise,4.507658107196218e-08,5,8,180,tree,2.0638349291659833e-06,weighted,0.0006152996006143065,0.24315039884371992,1,COMPLETE
86,0.5166836211683853,0.3033057285074967,2024-03-10 07:22:55.796383,2024-03-10 07:36:07.172436,0 days 00:13:11.376053,7.681165288806858e-08,dart,0.672207359398822,0.10422316494249655,0.2764287098876599,depthwise,3.85104280797621e-06,7,8,160,tree,3.3347347849255637e-05,weighted,2.4508503531069786e-05,0.7731074512495635,1,COMPLETE
87,-0.08883175455090342,0.6833586444567633,2024-03-10 07:36:07.174431,2024-03-10 07:55:25.187700,0 days 00:19:18.013269,1.2364739277973508e-06,dart,0.6709371726546332,6.460339959466644e-05,0.00011194267011674732,lossguide,8.38099204457312e-07,5,3,220,tree,1.4088670155577577e-06,weighted,5.800136111606474e-05,0.7078329942049246,1,COMPLETE
88,0.39420567482771923,0.37972735697526494,2024-03-10 07:55:25.188699,2024-03-10 08:01:01.579665,0 days 00:05:36.390966,0.22461964962413392,dart,0.30843625123097884,0.03818339123580162,0.004504463537250344,depthwise,0.01409061355105301,5,2,120,forest,8.618928507540656e-07,weighted,0.027275234405812407,0.5111515087186029,1,COMPLETE
89,-0.097068014186604,0.6886090187970527,2024-03-10 08:01:01.580698,2024-03-10 08:03:31.280347,0 days 00:02:29.699649,0.36453364992937715,gbtree,0.6709371726546332,1.8879987131779035e-06,0.003817146014214114,depthwise,0.0011062515685809791,3,3,220,,,,,0.4431945483456887,1,COMPLETE
90,0.468279127455546,0.33154547365511,2024-03-10 08:03:31.281875,2024-03-10 08:09:14.510530,0 days 00:05:43.228655,0.22461964962413392,gbtree,0.9643879895715253,0.31270808153563856,0.0001381928124131738,depthwise,0.03297100815059258,5,4,140,,,,,0.9970601285756575,1,COMPLETE
91,-2.683496722586387e-05,0.6272698791452302,2024-03-10 08:09:14.511531,2024-03-10 08:18:12.951738,0 days 00:08:58.440207,0.11861583926100333,gbtree,0.9990905805512409,0.0007574380848092142,5.31103171964554e-08,depthwise,1.591026660486733e-05,7,8,200,,,,,0.5421459936549349,1,COMPLETE
92,0.44282571805385784,0.3503656214824469,2024-03-10 08:18:12.952725,2024-03-10 08:24:27.006420,0 days 00:06:14.053695,0.22461964962413392,dart,0.4169397231211666,0.05507558529432227,2.1255827559197746e-05,depthwise,1.9647709131928346e-07,5,2,120,forest,2.165161614036248e-06,uniform,4.6918023346977873e-07,0.7731074512495635,1,COMPLETE
93,0.24606689877669236,0.4720264171854766,2024-03-10 08:24:27.007460,2024-03-10 08:26:21.298762,0 days 00:01:54.291302,0.000975312034035248,gbtree,0.796308115344166,0.009750923872912072,0.23378698533003012,depthwise,4.507658107196218e-08,5,8,140,,,,,0.2174173266590419,1,COMPLETE
94,-0.024358965658417154,0.6419110328490818,2024-03-10 08:26:21.299778,2024-03-10 08:37:21.198432,0 days 00:10:59.898654,2.6186830002293746e-06,dart,0.333586241327942,0.0012747802167786197,3.328907440983689e-05,depthwise,0.002130775537299379,3,2,180,forest,4.700825319924159e-06,uniform,1.6248627882703883e-07,0.9653506260775142,1,COMPLETE
95,-0.08397193372900143,0.6803054381392826,2024-03-10 08:37:21.200970,2024-03-10 08:46:10.784938,0 days 00:08:49.583968,0.0001515227206999818,gbtree,0.5350194376760122,6.460339959466644e-05,1.0853153520489054e-05,depthwise,8.38099204457312e-07,7,2,280,,,,,0.8666474072967767,1,COMPLETE
96,0.4038885613010169,0.3747492520905402,2024-03-10 08:46:10.785953,2024-03-10 08:48:11.570618,0 days 00:02:00.784665,7.681165288806858e-08,gbtree,0.46422458998824645,0.040700873975775806,5.1410396987933253e-05,depthwise,3.3869632065968964e-08,5,10,100,,,,,0.9174452875869381,1,COMPLETE
97,0.3851885963308924,0.3859164903078478,2024-03-10 08:48:11.571620,2024-03-10 09:05:53.480550,0 days 00:17:41.908930,5.657597514740865e-07,dart,0.9643879895715253,0.05507558529432227,2.1255827559197746e-05,depthwise,0.00016522388903972757,3,8,220,forest,0.0009961837145093543,weighted,0.00011932342752373805,0.5111515087186029,1,COMPLETE
98,0.4057338954831198,0.3711657692155724,2024-03-10 09:05:53.482174,2024-03-10 09:21:54.440663,0 days 00:16:00.958489,4.771346364719175e-05,dart,0.7650037567942802,0.3029334545827099,5.948427828507932e-06,depthwise,7.679992452201878e-08,7,4,180,forest,3.490503106437222e-07,uniform,2.5773793420391928e-08,0.6449514187643419,1,COMPLETE
99,0.48592985038497305,0.32258409970914037,2024-03-10 09:21:54.441668,2024-03-10 09:50:13.352358,0 days 00:28:18.910690,0.003248255399924014,dart,0.27983346511911933,0.11077950067426404,0.0001260105901926106,depthwise,0.06559613512739929,5,10,300,forest,0.02309874790902128,uniform,0.5851056761454654,0.4871180401993928,1,COMPLETE
