number,value,datetime_start,datetime_complete,duration,params_alpha,params_booster,params_colsample_bytree,params_eta,params_gamma,params_grow_policy,params_lambda,params_max_depth,params_min_child_weight,params_n_estimators,params_normalize_type,params_rate_drop,params_sample_type,params_skip_drop,params_subsample,state
69,0.37237327218053046,2024-03-20 03:35:01.092145,2024-03-20 03:43:20.696172,0 days 00:08:19.604027,0.03717268293230672,dart,0.8508175203889532,0.008894777198904972,0.19235566431469367,lossguide,1.0170161524428787e-08,9,8,300,tree,0.003258982081446808,uniform,0.08905821616320188,0.9774777592702665,COMPLETE
70,0.4795183089808811,2024-03-20 03:43:20.697491,2024-03-20 03:51:06.539422,0 days 00:07:45.841931,0.3390498862062883,dart,0.7709843863457337,0.07352262134271234,0.04717150132201581,lossguide,9.425771476050815e-08,9,10,280,tree,4.644128342791649e-05,uniform,0.30340380614133333,0.9132339443632181,COMPLETE
71,0.42412313707387916,2024-03-20 03:51:06.542129,2024-03-20 03:58:54.016876,0 days 00:07:47.474747,0.3427621534671506,dart,0.772899784639669,0.020034953018308137,0.04862553761168176,lossguide,8.522895938916858e-08,9,10,280,tree,0.00015264893135149963,uniform,0.32596059763456636,0.9294056853620721,COMPLETE
72,0.47584515926424026,2024-03-20 03:58:54.017891,2024-03-20 04:07:42.657894,0 days 00:08:48.640003,0.1143143480264594,dart,0.8850497291302167,0.05544429324912582,0.030310153486315546,lossguide,4.449232324600025e-08,9,10,300,tree,6.409382042651852e-05,uniform,0.08810580682656845,0.8436744028199156,COMPLETE
73,0.4802745239395634,2024-03-20 04:07:42.659914,2024-03-20 04:16:44.364186,0 days 00:09:01.704272,0.0975621108185397,dart,0.8745408848234504,0.06331493455175136,0.06529205244915207,lossguide,2.1217941533828194e-08,9,10,300,tree,4.936192345322727e-05,uniform,0.13642221237692476,0.8284286665360472,COMPLETE
74,0.49241541795164173,2024-03-20 04:16:44.366210,2024-03-20 04:25:26.467196,0 days 00:08:42.100986,0.9566245328040999,dart,0.8481497218680634,0.08725843359500798,0.05043851119926964,lossguide,2.2827166337373507e-08,9,9,300,tree,8.920778379007743e-06,uniform,0.18298271080499467,0.8867689376086009,COMPLETE
75,0.3536549354920135,2024-03-20 04:25:26.470503,2024-03-20 04:34:23.480820,0 days 00:08:57.010317,0.2424552776631214,dart,0.8311325212329961,0.6373985354168166,0.28774695965223,lossguide,2.0272384081355898e-08,9,9,300,tree,8.768167012210842e-06,uniform,0.1603681791342287,0.8892979267779737,COMPLETE
76,0.46681621808706436,2024-03-20 04:34:23.481818,2024-03-20 04:36:39.917434,0 days 00:02:16.435616,0.4169162731213698,dart,0.7687997790344654,0.10641893873867715,0.014363431576434443,lossguide,2.521319747347645e-08,9,9,140,tree,3.618639249599294e-05,uniform,0.04190102723484174,0.9225042897385322,COMPLETE
77,0.4999985236112871,2024-03-20 04:36:39.918939,2024-03-20 04:44:34.522287,0 days 00:07:54.603348,0.9919016348631076,dart,0.8112839627919711,0.20727886165254733,0.11627099886724801,lossguide,2.0516089017888546e-07,9,8,280,tree,3.242878523463438e-05,uniform,0.04709557073752562,0.8172807456715152,COMPLETE
78,0.4757379514298841,2024-03-20 04:44:34.522287,2024-03-20 04:45:58.681190,0 days 00:01:24.158903,0.15851831657176568,gbtree,0.8945686727823822,0.26291031945931204,0.09713104810504652,lossguide,1.0504411855176535e-07,9,8,260,,,,,0.8189949083433575,COMPLETE
79,0.4796240659319027,2024-03-20 04:45:58.682193,2024-03-20 04:53:27.407330,0 days 00:07:28.725137,0.06613624959578279,dart,0.9449745645076644,0.1530992552243295,0.13161653890942346,lossguide,2.7270622415735487e-07,7,9,280,tree,5.857830701202008e-06,uniform,0.04197301126625952,0.8504955882342347,COMPLETE
80,0.44481183044127326,2024-03-20 04:53:27.407330,2024-03-20 05:00:49.386772,0 days 00:07:21.979442,0.005388602420361415,dart,0.9536447657589288,0.15678314138676147,0.9537146524034618,lossguide,2.2625504378215185e-07,5,9,280,tree,2.636057195471526e-06,uniform,0.038385243458012246,0.8235528835239199,COMPLETE
81,0.33926529078329926,2024-03-20 05:00:49.386772,2024-03-20 05:08:16.086322,0 days 00:07:26.699550,0.06000214811642909,dart,0.9180700814114486,0.6087373590600447,0.028338713021418275,lossguide,5.075383332035714e-08,7,10,280,tree,6.0290656249581826e-06,uniform,0.14355672377178988,0.8482699985195635,COMPLETE
