number,value,datetime_start,datetime_complete,duration,params_alpha,params_booster,params_colsample_bytree,params_eta,params_gamma,params_grow_policy,params_lambda,params_max_depth,params_min_child_weight,params_n_estimators,params_normalize_type,params_rate_drop,params_sample_type,params_skip_drop,params_subsample,state
22,0.4990573404151413,2024-03-19 13:16:32.074257,2024-03-19 13:17:11.372971,0 days 00:00:39.298714,2.3535059596880557e-07,dart,0.36929036541706806,0.07951876067810602,8.340566786102384e-05,depthwise,0.004698683649806633,9,6,180,tree,0.043656368771596274,uniform,3.9179195445190263e-05,0.6341912562864291,COMPLETE
23,0.35930858473749855,2024-03-19 13:17:11.373973,2024-03-19 13:17:20.588181,0 days 00:00:09.214208,9.570064934612673e-06,dart,0.2841198689901995,0.13334852530700694,1.9213185983075484e-06,depthwise,0.09520057500984291,11,4,120,tree,0.8412453293285778,uniform,0.017601585194221944,0.49129010840087584,COMPLETE
24,0.06731870517374436,2024-03-19 13:17:20.589201,2024-03-19 13:17:51.443060,0 days 00:00:30.853859,6.3157605013880515e-06,dart,0.539753219767957,0.8916024580537648,0.0006139640001840191,depthwise,0.3883099661527565,7,5,160,tree,0.0005897438778743589,uniform,4.3559478319821916e-05,0.7112907213068896,COMPLETE
25,0.4031932352241787,2024-03-19 13:17:51.444062,2024-03-19 13:18:46.272742,0 days 00:00:54.828680,7.361287886027737e-07,dart,0.22012497454210253,0.009454784357741592,1.912495016644626e-05,depthwise,0.00223487767617663,9,2,220,tree,0.0019871446144687746,uniform,0.06725380972831174,0.5093191432993238,COMPLETE
26,0.5056179527087925,2024-03-19 13:18:46.273744,2024-03-19 13:18:53.591482,0 days 00:00:07.317738,0.0009196049555432653,gbtree,0.3512714059566409,0.02386326855937775,5.514669953999715e-07,depthwise,0.059037866628359144,11,3,140,,,,,0.6160354168763496,COMPLETE
27,0.04073416824872518,2024-03-19 13:18:53.592484,2024-03-19 13:19:31.567132,0 days 00:00:37.974648,7.532578078135073e-05,dart,0.4468743239213531,0.0025921556550725345,0.00027655672971240493,depthwise,0.008990494956747254,9,6,180,tree,0.04133358001999823,uniform,0.002569965882023747,0.32513170090013255,COMPLETE
28,-0.07228743089857523,2024-03-19 13:19:31.568134,2024-03-19 13:19:53.866069,0 days 00:00:22.297935,1.0463545986239407e-06,dart,0.409306150212032,0.0002378894515324909,1.5464499364988958e-05,depthwise,0.0004292389517766122,11,4,120,forest,0.00018604758947926122,uniform,0.00030001995631831214,0.6731568774696668,COMPLETE
29,0.49047879858288806,2024-03-19 13:19:53.867125,2024-03-19 13:19:58.191901,0 days 00:00:04.324776,8.219044222120296e-08,gbtree,0.5964699074179288,0.1910017430817836,0.004198889241247559,depthwise,8.952354148725758e-05,7,2,100,,,,,0.5798783214005394,COMPLETE
30,-0.09689512474422698,2024-03-19 13:19:58.193896,2024-03-19 13:20:53.844252,0 days 00:00:55.650356,2.88425168726891e-05,dart,0.30822478354238525,2.210424192199247e-06,1.317355148296813e-07,depthwise,0.8280511500022628,9,8,220,tree,4.2456449108089335e-06,uniform,0.02247285771739672,0.49641471757068434,COMPLETE
31,0.501810053408407,2024-03-19 13:20:53.845255,2024-03-19 13:21:01.302977,0 days 00:00:07.457722,0.000423844100254264,gbtree,0.3561763309866215,0.022761203537093988,2.89714027093417e-06,depthwise,0.04555398079051715,11,3,140,,,,,0.6031726806275374,COMPLETE
32,0.5291318754180312,2024-03-19 13:21:01.304969,2024-03-19 13:21:07.984317,0 days 00:00:06.679348,0.0015559448516690316,gbtree,0.32844684553330755,0.05730404051068026,7.837352872981901e-07,depthwise,0.14491952006055236,11,3,140,,,,,0.6527949695155351,COMPLETE
33,0.5316884343026596,2024-03-19 13:21:07.985316,2024-03-19 13:21:14.430480,0 days 00:00:06.445164,0.9773376475662754,gbtree,0.27493976494693917,0.0937636948156869,5.969015448445646e-07,depthwise,0.3244262977872368,11,2,160,,,,,0.7575872669594547,COMPLETE
34,0.2838399210106968,2024-03-19 13:21:14.431481,2024-03-19 13:21:19.728073,0 days 00:00:05.296592,0.5008229312127285,gbtree,0.20041348409006263,0.005891882654326184,9.861703834833912e-08,depthwise,0.28242348944716217,11,2,160,,,,,0.8101715973713177,COMPLETE
35,0.021748272733109662,2024-03-19 13:21:19.728801,2024-03-19 13:21:27.244083,0 days 00:00:07.515282,0.7253897939283737,gbtree,0.3062656084500505,0.0010867194199344987,3.947868619473409e-07,depthwise,0.9977784764810825,11,2,160,,,,,0.6806709076986666,COMPLETE
36,-0.09722379878901584,2024-03-19 13:21:27.245085,2024-03-19 13:21:35.194218,0 days 00:00:07.949133,0.11506456056272969,gbtree,0.2527303681925046,1.953103775058427e-08,6.551289488907381e-06,depthwise,0.009656072606825494,11,3,200,,,,,0.7396773654811533,COMPLETE
37,0.4470931875730984,2024-03-19 13:21:35.196213,2024-03-19 13:21:42.207816,0 days 00:00:07.011603,0.0030409843622087027,gbtree,0.29125327095351405,0.3111558465129743,1.2585196564405044e-06,depthwise,0.11883940799492221,11,4,180,,,,,0.8720344744070518,COMPLETE
38,0.5299206228982192,2024-03-19 13:21:42.208808,2024-03-19 13:21:50.706615,0 days 00:00:08.497807,0.025563696351187024,gbtree,0.40463127138117694,0.08033207752329317,0.0001558063675578724,lossguide,0.03055502608820223,11,2,160,,,,,0.8084689368271517,COMPLETE
39,0.4045460133323412,2024-03-19 13:21:50.708621,2024-03-19 13:21:53.547571,0 days 00:00:02.838950,0.04930571819201695,gbtree,0.5395748801914728,0.6284768051790871,4.1996083169544336e-08,lossguide,0.3442784389813825,3,2,200,,,,,0.8389606076939359,COMPLETE
40,0.5257622103449162,2024-03-19 13:21:53.547571,2024-03-19 13:22:02.667470,0 days 00:00:09.119899,0.24593582664063365,gbtree,0.44357828741093386,0.12849952875632337,5.3201602014682253e-05,lossguide,0.04559619633580902,11,3,160,,,,,0.7587814402404405,COMPLETE
41,0.5180065102098638,2024-03-19 13:22:02.669474,2024-03-19 13:22:11.977429,0 days 00:00:09.307955,0.2200162419321365,gbtree,0.4558883937624611,0.14268927499579448,4.505493405091389e-05,lossguide,0.005921782552356783,11,3,160,,,,,0.7658526440438599,COMPLETE
42,0.5374998039465478,2024-03-19 13:22:11.979431,2024-03-19 13:22:18.825621,0 days 00:00:06.846190,0.022647098352801976,gbtree,0.32416487002575567,0.04761809417515216,2.9425848964621378e-05,lossguide,0.03491234214731558,11,2,160,,,,,0.943758800471719,COMPLETE
43,0.4748006746846246,2024-03-19 13:22:18.827623,2024-03-19 13:22:26.143694,0 days 00:00:07.316071,0.018725018617470845,gbtree,0.3250407904841407,0.01253661946829387,0.0010298667900788252,lossguide,0.1765579942547568,11,2,160,,,,,0.9133742641781021,COMPLETE
44,0.526585898180587,2024-03-19 13:22:26.145689,2024-03-19 13:22:30.708946,0 days 00:00:04.563257,0.025982112486581194,gbtree,0.2596375165862881,0.0434955440727425,0.0001637228697304065,lossguide,0.05005600808857826,11,2,120,,,,,0.9277522691490625,COMPLETE
45,0.5240862040115756,2024-03-19 13:22:30.710371,2024-03-19 13:22:35.046875,0 days 00:00:04.336504,0.015132337599537806,gbtree,0.24749526343637585,0.041694865523836847,0.0001689038831455965,lossguide,0.3384137671291802,11,2,120,,,,,0.9580277779923712,COMPLETE
46,0.03963752011620543,2024-03-19 13:22:35.048949,2024-03-19 13:22:39.086505,0 days 00:00:04.037556,0.0032175901294592747,gbtree,0.26504036388879065,0.001850678401049504,6.604040398497801e-06,lossguide,0.0022174666332960124,11,2,100,,,,,0.9137588609253969,COMPLETE
47,0.28187660704528594,2024-03-19 13:22:39.087505,2024-03-19 13:22:43.506416,0 days 00:00:04.418911,0.051140518199785864,gbtree,0.3319516084670181,0.007184230440648828,1.0096103562594804e-06,lossguide,0.6941909800761452,9,2,120,,,,,0.81612104622591,COMPLETE
48,0.46333873524133384,2024-03-19 13:22:43.508410,2024-03-19 13:22:48.596457,0 days 00:00:05.088047,0.009657018639897248,gbtree,0.3888044215714851,0.056651009321955666,1.5103875147660808e-07,lossguide,0.12815160966791223,5,3,300,,,,,0.9320713696782252,COMPLETE
49,0.3878613040706559,2024-03-19 13:22:48.597862,2024-03-19 13:22:53.427771,0 days 00:00:04.829909,0.030601453301565173,gbtree,0.22850760874282297,0.4353971582307948,6.932768231925318e-06,lossguide,0.042049300188652265,11,3,140,,,,,0.8495693933946753,COMPLETE
50,0.5175826380580102,2024-03-19 13:22:53.429766,2024-03-19 13:23:01.593314,0 days 00:00:08.163548,0.0030325085896279707,gbtree,0.2703098013352759,0.018469922079307092,0.0005929798325052956,lossguide,0.0009574007244862234,11,2,200,,,,,0.8055761791499474,COMPLETE
51,0.4629741262335399,2024-03-19 13:23:01.594777,2024-03-19 13:23:09.059909,0 days 00:00:07.465132,0.1874221538364786,gbtree,0.34097964887899734,0.26876613846709546,9.099296011098415e-05,lossguide,0.048638438907165744,11,3,160,,,,,0.7690312545128801,COMPLETE
52,0.5435521338634308,2024-03-19 13:23:09.062034,2024-03-19 13:23:17.559252,0 days 00:00:08.497218,0.24825744797184043,gbtree,0.478933786617421,0.046913985778759874,0.0014697182110218973,lossguide,0.01477255795919847,11,3,160,,,,,0.9945003599093135,COMPLETE
53,0.5391321455331197,2024-03-19 13:23:17.560244,2024-03-19 13:23:25.454634,0 days 00:00:07.894390,0.44001464726229583,gbtree,0.5021918845974577,0.04606418552255352,0.009383949890083388,lossguide,0.013378616446779533,11,2,140,,,,,0.9927019680766234,COMPLETE
54,0.25970194050141304,2024-03-19 13:23:25.455637,2024-03-19 13:23:33.458485,0 days 00:00:08.002848,0.9095997092308499,gbtree,0.4930821837625293,0.004387292044855923,0.005759421175781203,lossguide,0.011375160608437664,11,3,140,,,,,0.9987666044867998,COMPLETE
55,0.3109308397652636,2024-03-19 13:23:33.459487,2024-03-19 13:23:37.246961,0 days 00:00:03.787474,0.12092058022451847,gbtree,0.511636648300033,0.013074403166837894,0.0017041366861665335,lossguide,0.003983918863304767,5,2,180,,,,,0.9646548479226423,COMPLETE
56,-0.09134509319359974,2024-03-19 13:23:37.247963,2024-03-19 13:23:44.334434,0 days 00:00:07.086471,0.3702538279451513,gbtree,0.5810386760030785,4.959626470861311e-05,0.058677650659876464,lossguide,0.018950030407582096,9,5,140,,,,,0.8808275979242397,COMPLETE
57,-0.09719053864677729,2024-03-19 13:23:44.335437,2024-03-19 13:23:53.542462,0 days 00:00:09.207025,0.09549604414808595,gbtree,0.47668514969282133,2.193139424982265e-07,0.00780564458205768,lossguide,0.00011551774907542896,11,3,160,,,,,0.9771422093931297,COMPLETE
58,-0.03818215034517323,2024-03-19 13:23:53.543464,2024-03-19 13:24:00.163264,0 days 00:00:06.619800,0.396394972542731,gbtree,0.3950942266083458,0.0004993810123675324,0.0024656293455304797,lossguide,1.5426371383133388e-08,9,4,160,,,,,0.7129395706886212,COMPLETE
59,0.5315200514422511,2024-03-19 13:24:00.164267,2024-03-19 13:24:07.417506,0 days 00:00:07.253239,0.006701524505267122,gbtree,0.42491495956682246,0.08537928675779308,1.595507291762853e-08,lossguide,0.022119851965032803,11,2,140,,,,,0.9477289473859831,COMPLETE
60,0.39508149464282616,2024-03-19 13:24:07.419500,2024-03-19 13:24:16.490303,0 days 00:00:09.070803,0.06760653484893904,gbtree,0.4188141567009694,0.48196057834037853,2.3892627872624954e-08,lossguide,0.02091967174774088,11,2,180,,,,,0.9497631792589195,COMPLETE
61,0.5356427359757939,2024-03-19 13:24:16.492985,2024-03-19 13:24:24.467378,0 days 00:00:07.974393,0.006815747317165912,gbtree,0.4679324404681076,0.07348234473413787,0.012756342391640616,lossguide,0.08548265221304828,11,2,140,,,,,0.9061557859877598,COMPLETE
62,0.5273516222392656,2024-03-19 13:24:24.468380,2024-03-19 13:24:33.736763,0 days 00:00:09.268383,0.005935725877372562,gbtree,0.5745355688231082,0.11062529834424867,0.016005432232808446,lossguide,0.006589525294654875,11,2,140,,,,,0.9010974055743252,COMPLETE
63,0.5151316749189166,2024-03-19 13:24:33.738802,2024-03-19 13:24:40.888172,0 days 00:00:07.149370,0.16013852937918988,gbtree,0.4561167562719672,0.02594359214869946,0.31167489157645867,lossguide,0.08890198558905145,11,2,120,,,,,0.8549646203763993,COMPLETE
64,0.4858550190933887,2024-03-19 13:24:40.889175,2024-03-19 13:24:56.969600,0 days 00:00:16.080425,0.009868730870065665,gbtree,0.523429437738355,0.22941139919372142,0.013286135193374883,lossguide,0.029304628289861204,11,2,280,,,,,0.9963945016348316,COMPLETE
65,0.5406364639679178,2024-03-19 13:24:56.972580,2024-03-19 13:25:05.096947,0 days 00:00:08.124367,0.032808672628297134,gbtree,0.6306203407955189,0.07587682003801027,0.0009907759747040154,lossguide,0.01613304971368318,9,2,160,,,,,0.9461258197411495,COMPLETE
66,0.22311965707503215,2024-03-19 13:25:05.098019,2024-03-19 13:25:11.301514,0 days 00:00:06.203495,0.5451819899706516,gbtree,0.6312107623832399,0.9732125457477446,0.03577313292620912,lossguide,0.0022717583012260975,9,3,120,,,,,0.943339672931023,COMPLETE
67,0.5182952397171879,2024-03-19 13:25:11.304329,2024-03-19 13:25:18.782105,0 days 00:00:07.477776,0.056622016248918564,gbtree,0.6346077366105939,0.036875473616714526,0.0015029480750149728,lossguide,3.4105621411114393e-06,9,2,140,,,,,0.8930268081436668,COMPLETE
68,0.47406275667868886,2024-03-19 13:25:18.784099,2024-03-19 13:25:26.397885,0 days 00:00:07.613786,1.0397806908300004e-08,gbtree,0.4730110718316808,0.013946508556868423,0.004698963071380218,lossguide,0.08337834333853981,9,2,180,,,,,0.9773439872999415,COMPLETE
69,0.5111107804075795,2024-03-19 13:25:26.399878,2024-03-19 13:25:36.702824,0 days 00:00:10.302946,0.2764180655544377,gbtree,0.697467611686439,0.17639770612297812,1.365973197224517e-08,lossguide,1.6917231064293235e-07,11,3,140,,,,,0.9295858659366157,COMPLETE
70,0.5154960883644455,2024-03-19 13:25:36.703827,2024-03-19 13:25:43.112594,0 days 00:00:06.408767,0.85570976966489,gbtree,0.6763014861221095,0.07582374509533661,0.0004627627465002361,lossguide,0.012046093265765199,7,2,160,,,,,0.8634772335982833,COMPLETE
71,0.5371083798520371,2024-03-19 13:25:43.113594,2024-03-19 13:25:51.588915,0 days 00:00:08.475321,0.030244956724595113,gbtree,0.4299607171546901,0.08971723383602877,0.0031766229693388106,lossguide,0.47593278152327456,11,2,160,,,,,0.8980151063681712,COMPLETE
72,0.5387460000951794,2024-03-19 13:25:51.589913,2024-03-19 13:26:00.229999,0 days 00:00:08.640086,0.013451371930257023,gbtree,0.5455321289058395,0.0408195195899151,0.0011564414780037223,lossguide,0.6189659007240454,11,2,140,,,,,0.9745493175954663,COMPLETE
73,0.5306089973368767,2024-03-19 13:26:00.232002,2024-03-19 13:26:11.959034,0 days 00:00:11.727032,0.0133734228718373,gbtree,0.5640570117635754,0.02163558049813324,0.0011187928566876414,lossguide,0.47465884287537186,11,2,180,,,,,0.9778158235232562,COMPLETE
74,0.4252618293290274,2024-03-19 13:26:11.960034,2024-03-19 13:26:23.607912,0 days 00:00:11.647878,0.0369134187640395,gbtree,0.6220629331392907,0.007888983377171945,0.00030937246153976,lossguide,0.23660282665242932,11,3,160,,,,,0.9054961754214669,COMPLETE
75,0.20959939866740607,2024-03-19 13:26:23.608927,2024-03-19 13:26:33.338913,0 days 00:00:09.729986,0.10372693551973232,gbtree,0.5588370813863366,0.0031484646464061523,0.0026913566970822957,lossguide,0.6196604598999783,11,10,160,,,,,0.9647308944603468,COMPLETE
76,0.5295475976256738,2024-03-19 13:26:33.339915,2024-03-19 13:26:44.260744,0 days 00:00:10.920829,0.001459149411484244,gbtree,0.7637573096314141,0.036315591617718045,0.010006536343465586,lossguide,0.23096540181371156,11,2,140,,,,,0.9988404682533585,COMPLETE
77,0.42346337220252667,2024-03-19 13:26:44.261746,2024-03-19 13:26:56.833185,0 days 00:00:12.571439,0.063085301362515,gbtree,0.6065637891724742,0.38665841468462664,0.0008112146528269899,lossguide,0.5017995140065153,11,2,180,,,,,0.8312021448883873,COMPLETE
78,0.4007799594743465,2024-03-19 13:26:56.834229,2024-03-19 13:27:03.869703,0 days 00:00:07.035474,0.0002152273334369171,gbtree,0.5283761935756652,0.15915336197736463,0.04268513012153562,lossguide,0.18453981987263918,9,3,200,,,,,0.20494588145643183,COMPLETE
79,-0.09622663283616939,2024-03-19 13:27:03.871697,2024-03-19 13:27:19.538147,0 days 00:00:15.666450,0.004065827621782831,gbtree,0.8939464198980525,5.990078158928251e-06,0.002865839335237417,lossguide,0.08296164676287791,11,2,160,,,,,0.8912998211902949,COMPLETE
80,0.5243225538570875,2024-03-19 13:27:19.539150,2024-03-19 13:27:24.643633,0 days 00:00:05.104483,0.3464509572113808,gbtree,0.49269102193139486,0.0637637443144737,0.10793391990784319,lossguide,0.14839944149927312,9,4,120,,,,,0.9217504899010829,COMPLETE
81,0.5279409957432394,2024-03-19 13:27:24.644636,2024-03-19 13:27:31.985976,0 days 00:00:07.341340,0.006584277126229216,gbtree,0.43608257833732533,0.10613824471696155,0.018982416830229915,lossguide,0.011668742765969433,11,2,140,,,,,0.9495980599809707,COMPLETE
82,0.5361038976581363,2024-03-19 13:27:31.986979,2024-03-19 13:27:38.650595,0 days 00:00:06.663616,0.016185008665475394,gbtree,0.3755190922661072,0.04730702573361973,2.784087593803307e-07,lossguide,0.03108948460876882,11,2,140,,,,,0.9440451448041565,COMPLETE
83,0.5369356145458815,2024-03-19 13:27:38.653355,2024-03-19 13:27:46.453627,0 days 00:00:07.800272,0.024899249404869195,gbtree,0.3843832133400289,0.029787633942042094,2.3831829356180763e-07,lossguide,0.06422929293536826,11,2,160,,,,,0.9774350855629158,COMPLETE
84,0.5315005631534983,2024-03-19 13:27:46.455622,2024-03-19 13:27:53.253090,0 days 00:00:06.797468,0.01982478947459468,gbtree,0.37621871917293104,0.027799228752475667,2.986416415103191e-07,lossguide,0.015177401025445902,11,2,140,,,,,0.9720138414540981,COMPLETE
85,0.5025709878684144,2024-03-19 13:27:53.254089,2024-03-19 13:28:07.242304,0 days 00:00:13.988215,0.010146208264447495,gbtree,0.4741591935447742,0.009713191119288044,5.8066792616786926e-08,lossguide,0.006095492514641143,11,3,240,,,,,0.9376384065833575,COMPLETE
86,0.540110195794154,2024-03-19 13:28:07.243264,2024-03-19 13:28:14.780147,0 days 00:00:07.536883,0.034250691701251536,gbtree,0.3656086736883324,0.04899764766221958,0.006922699699792126,lossguide,0.0329201532409642,11,3,160,,,,,0.8752790719281521,COMPLETE
87,0.5412329723762456,2024-03-19 13:28:14.782389,2024-03-19 13:28:22.499683,0 days 00:00:07.717294,0.04447576438654713,gbtree,0.36880104296101307,0.0461217977020104,0.0071455064102954,lossguide,0.03343966464022404,11,5,180,,,,,0.9786480159002182,COMPLETE
88,0.3379673472530393,2024-03-19 13:28:22.501677,2024-03-19 13:28:30.287561,0 days 00:00:07.785884,0.03294723044206438,gbtree,0.35517782710011736,0.005460963644409193,0.006386329715104841,lossguide,0.0008892353465945413,11,9,180,,,,,0.9787693877754803,COMPLETE
89,0.49249807413595015,2024-03-19 13:28:30.288564,2024-03-19 13:28:38.339199,0 days 00:00:08.050635,0.07386529973427919,gbtree,0.39066744204506865,0.016583500123996592,0.0015151242852829482,lossguide,0.9977675357983217,11,5,160,,,,,0.8759609093385551,COMPLETE
90,0.4759534768264321,2024-03-19 13:28:38.341204,2024-03-19 13:28:44.557605,0 days 00:00:06.216401,0.03889675927277049,gbtree,0.3123493651086029,0.28358059763302734,0.0002553989272672497,lossguide,0.0038361198894431496,11,4,160,,,,,0.9850420565492518,COMPLETE
91,0.5383222289172037,2024-03-19 13:28:44.559622,2024-03-19 13:28:51.426023,0 days 00:00:06.866401,0.01906138365605005,gbtree,0.37161742560286803,0.05101600430260003,0.004016330660085349,lossguide,0.03095782674037052,11,7,160,,,,,0.9590046369402402,COMPLETE
92,0.5279093297350606,2024-03-19 13:28:51.428029,2024-03-19 13:28:59.095464,0 days 00:00:07.667435,0.1716401116260365,gbtree,0.3481653200919953,0.03015970539507269,0.002000193619730402,lossguide,0.056284312638830984,11,7,180,,,,,0.9243143971241193,COMPLETE
93,0.5124243991179768,2024-03-19 13:28:59.096455,2024-03-19 13:29:07.534278,0 days 00:00:08.437823,0.025873294460411273,gbtree,0.4335355159499759,0.18610386460446063,0.004305706032127028,lossguide,0.036197739756707356,11,8,180,,,,,0.9603035659383388,COMPLETE
