number,value,datetime_start,datetime_complete,duration,params_alpha,params_booster,params_colsample_bytree,params_eta,params_gamma,params_grow_policy,params_lambda,params_max_depth,params_min_child_weight,params_n_estimators,params_normalize_type,params_rate_drop,params_sample_type,params_skip_drop,params_subsample,state
86,0.34742363714932384,2024-03-19 14:48:38.208480,2024-03-19 14:50:00.453875,0 days 00:01:22.245395,8.797656538793538e-06,dart,0.8213372264443453,0.003899545971012716,3.210272165824941e-08,depthwise,0.24523838266948628,13,10,230,tree,0.004533350732415386,uniform,4.734241593476295e-07,0.967009329274885,COMPLETE
87,0.46936717353236757,2024-03-19 14:50:00.454877,2024-03-19 14:51:00.894787,0 days 00:01:00.439910,2.1763140628907148e-05,dart,0.8786994216638996,0.02266919788697731,1.7673755782962255e-08,depthwise,0.013173061076472902,7,9,230,tree,0.00043426023143522364,weighted,1.6023474286741624e-05,0.9009859973981592,COMPLETE
88,0.524422419588839,2024-03-19 14:51:00.896807,2024-03-19 14:52:32.256196,0 days 00:01:31.359389,0.0003680618557671155,dart,0.8703736554214795,0.029423983053377623,6.314807361161017e-07,depthwise,0.11974972504434052,13,2,240,tree,0.029670189083222307,uniform,7.243843214070924e-05,0.9424317220551568,COMPLETE
89,0.5360852749216319,2024-03-19 14:52:32.257196,2024-03-19 14:53:44.429580,0 days 00:01:12.172384,0.0001534995258232223,dart,0.7543459809093246,0.07487780664009724,5.0032575445271325e-06,depthwise,0.4287167200472068,13,9,220,forest,0.006876062769258846,uniform,0.00019939970834130966,0.9201877322649985,COMPLETE
90,0.5224581442500418,2024-03-19 14:53:44.431585,2024-03-19 14:54:45.562497,0 days 00:01:01.130912,4.966643188989759e-06,dart,0.8468370726906457,0.053127537042445425,1.8904930152062167e-07,depthwise,9.095906713698658e-07,11,10,220,forest,0.1757807552253136,uniform,2.857645776907901e-06,0.8175296404778559,COMPLETE
91,0.5455058154170083,2024-03-19 14:54:45.563512,2024-03-19 14:56:00.032508,0 days 00:01:14.468996,1.0225397019422281e-05,dart,0.8418053141052098,0.042443417592683136,6.295987026456109e-08,depthwise,0.9895263522356109,13,10,220,forest,0.0025123911695094157,uniform,7.881180544371284e-07,0.9680425561864682,COMPLETE
92,0.5389436360215116,2024-03-19 14:56:00.033511,2024-03-19 14:57:12.623542,0 days 00:01:12.590031,0.0005232400553570824,dart,0.8075078479679282,0.03392691365666476,8.529145881454567e-08,depthwise,0.6062049052542776,13,10,220,forest,0.0023211831461165864,uniform,6.09261200061098e-07,0.9817101399850727,COMPLETE
93,0.5280063163920172,2024-03-19 14:57:12.624544,2024-03-19 14:58:33.443232,0 days 00:01:20.818688,9.746425049598575e-06,dart,0.8407148983247302,0.018002036507954226,1.1907076926352415e-06,depthwise,0.048247893178763615,13,10,230,forest,0.0005426187918657451,uniform,1.2214411027387832e-07,0.9708191563088358,COMPLETE
94,0.5449796794310433,2024-03-19 14:58:33.444235,2024-03-19 14:59:41.001127,0 days 00:01:07.556892,3.256884554965723e-05,dart,0.7642823331129479,0.046845983291665616,4.744924382648061e-08,depthwise,0.9212419676246587,13,9,210,forest,0.02237123938721556,uniform,6.666800716079932e-08,0.8907460690273161,COMPLETE
95,0.5451960923152972,2024-03-19 14:59:41.002115,2024-03-19 15:00:47.414615,0 days 00:01:06.412500,2.3853979325030575e-05,dart,0.7658226948487631,0.05079319802831039,5.676476763163336e-08,depthwise,0.8941645692261986,13,9,210,forest,0.031207176522847175,uniform,1.200835930609517e-07,0.8886962423381087,COMPLETE
96,0.5355966861064134,2024-03-19 15:00:47.416619,2024-03-19 15:01:53.020716,0 days 00:01:05.604097,3.2311225700929296e-05,dart,0.6613897820156257,0.04773524467111137,5.0928531596799653e-08,depthwise,0.889964007015579,13,9,210,tree,0.028158274938747757,uniform,5.8826254664724486e-08,0.8828812617730722,COMPLETE
97,0.5450905636965306,2024-03-19 15:01:53.022721,2024-03-19 15:03:09.924567,0 days 00:01:16.901846,4.638199555580881e-05,dart,0.8608082908694141,0.08825034853332202,2.3194656864841854e-08,depthwise,0.30015779086810573,13,10,220,forest,0.08100120834627474,weighted,1.1999426628400233e-07,0.8693440461017855,COMPLETE
98,0.542189839239299,2024-03-19 15:03:09.925586,2024-03-19 15:04:29.959563,0 days 00:01:20.033977,1.8594605802214984e-05,dart,0.903450873728014,0.09250245052420504,1.5441237605808342e-08,depthwise,0.9983770623046775,13,10,220,forest,0.07851815221267111,weighted,3.410941231985519e-08,0.9096503606225579,COMPLETE
99,0.4932093406216781,2024-03-19 15:04:29.960566,2024-03-19 15:05:40.536421,0 days 00:01:10.575855,4.724505266505785e-05,dart,0.7414812716096865,0.13376427809471494,2.3363937693794135e-08,depthwise,0.3389337345463771,13,9,220,forest,0.21221526943426605,weighted,1.6497729682479134e-07,0.8580918032342083,COMPLETE
