number,value,datetime_start,datetime_complete,duration,params_alpha,params_booster,params_colsample_bytree,params_gamma,params_grow_policy,params_lambda,params_max_depth,params_min_child_weight,params_n_estimators,params_normalize_type,params_rate_drop,params_sample_type,params_skip_drop,params_subsample,state
21,0.503691545561025,2024-03-21 13:53:58.311391,2024-03-21 14:03:16.638179,0 days 00:09:18.326788,0.00030074389604988123,dart,0.20190245873163903,6.371230527371128e-06,lossguide,2.2051986625545687e-06,13,6,320,forest,0.003942864033909739,weighted,0.0026830470361679307,0.9973340471568268,COMPLETE
22,0.5089856132479678,2024-03-21 14:03:16.640175,2024-03-21 14:12:27.193709,0 days 00:09:10.553534,0.0008948390152398612,dart,0.29903555828540546,4.587789545697572e-05,lossguide,1.3606348719020325e-07,13,6,320,forest,0.05159936969747217,weighted,0.001315573879551577,0.9446829478512754,COMPLETE
23,0.4962080447391049,2024-03-21 14:12:27.194712,2024-03-21 14:23:05.362938,0 days 00:10:38.168226,0.024573362703750618,dart,0.39351271343934047,5.025907304201218e-06,lossguide,7.4742474824144384e-06,11,8,340,forest,0.0003314032307840337,weighted,0.0214941604763421,0.8202145630596755,COMPLETE
24,0.5072661094705542,2024-03-21 14:23:05.364203,2024-03-21 14:32:31.398703,0 days 00:09:26.034500,0.00010133210119372972,dart,0.25563252924657087,8.843854576209782e-05,lossguide,1.5568666508322396e-07,13,6,320,forest,0.004056686815304558,weighted,0.053570001314543966,0.9477616896395328,COMPLETE
25,0.4771836938641026,2024-03-21 14:32:31.399470,2024-03-21 14:40:37.439439,0 days 00:08:06.039969,3.4483227729777346e-05,dart,0.5102078429198882,2.5868316553709756e-06,lossguide,1.1421362533440154e-05,13,7,300,forest,0.11772807381300664,weighted,0.0007695658775660638,0.9994708989893463,COMPLETE
26,0.4925556316259406,2024-03-21 14:40:37.440442,2024-03-21 14:50:16.778031,0 days 00:09:39.337589,1.6798464562854456e-06,dart,0.29533125932234394,0.0010612015150194994,depthwise,1.494026579055612e-06,11,9,340,forest,0.0032560471132477694,weighted,4.71010564679917e-05,0.8622952703563395,COMPLETE
27,0.5072250801112139,2024-03-21 14:50:16.779418,2024-03-21 15:00:09.090108,0 days 00:09:52.310690,0.05108168494555817,dart,0.36863360652730187,0.026460359747912734,lossguide,0.00015455106847619038,13,6,320,forest,4.6002031004427356e-05,weighted,0.00546704828635942,0.7805303637930543,COMPLETE
28,0.48236879711085245,2024-03-21 15:00:09.091095,2024-03-21 15:11:30.028744,0 days 00:11:20.937649,0.0020987257223981748,dart,0.24653118429757348,2.084652422940881e-07,lossguide,1.3336935008756892e-07,11,7,360,tree,0.028728520702278337,weighted,0.1355013344606048,0.8936882202237186,COMPLETE
29,0.4697562655935701,2024-03-21 15:11:30.029747,2024-03-21 15:12:32.231500,0 days 00:01:02.201753,0.00030859462123022767,gbtree,0.34662181574959106,1.3180085483052734e-05,depthwise,0.0011322415292801791,13,8,380,,,,,0.3789823156145512,COMPLETE
30,0.36761658428254707,2024-03-21 15:12:32.232519,2024-03-21 15:20:48.254443,0 days 00:08:16.021924,3.3348931790483334e-05,dart,0.5512560389826779,0.0005097504649976491,lossguide,6.402956329132471e-05,11,6,340,forest,0.26808071476248946,weighted,0.00031571035851094996,0.9363201311430116,COMPLETE
31,0.5161026920303615,2024-03-21 15:20:48.255460,2024-03-21 15:29:58.285289,0 days 00:09:10.029829,0.0014168337100324536,dart,0.2898674283707653,5.7860660439593305e-05,lossguide,8.713478019404008e-08,13,6,320,forest,0.034365141094286476,weighted,0.001897322931698519,0.9476592148071826,COMPLETE
32,0.5116880515117906,2024-03-21 15:29:58.286292,2024-03-21 15:39:46.270367,0 days 00:09:47.984075,0.009557227280841485,dart,0.4187935732885182,6.679576152333988e-05,lossguide,6.94729273826895e-08,13,7,320,forest,0.009781687674287541,weighted,0.00783860238792419,0.9492691943076197,COMPLETE
33,0.5079672460428638,2024-03-21 15:39:46.271369,2024-03-21 15:48:13.504531,0 days 00:08:27.233162,0.010770835622977029,dart,0.4569272404994933,1.0968282220378334e-08,lossguide,3.198948680251296e-08,13,7,300,forest,0.001441672022464407,weighted,0.014270129453260384,0.8462370736158921,COMPLETE
34,0.5145602745994365,2024-03-21 15:48:13.505533,2024-03-21 16:00:39.100412,0 days 00:12:25.594879,0.010904907562102639,dart,0.42071626882384694,4.608607423398914e-05,depthwise,2.71883143290449e-07,13,7,360,forest,0.019900150602112754,weighted,0.10978296477424072,0.9463702508929067,COMPLETE
35,0.4812941119062287,2024-03-21 16:00:39.102416,2024-03-21 16:12:32.803736,0 days 00:11:53.701320,0.010698705148860349,dart,0.43115149743747044,6.610227323736031e-05,depthwise,3.305607893207915e-07,13,7,360,forest,0.12643244125816766,weighted,0.2035899759162584,0.9324604825258618,COMPLETE
36,0.49080958132476205,2024-03-21 16:12:32.805753,2024-03-21 16:24:08.409934,0 days 00:11:35.604181,0.09587830888521318,dart,0.3266711308709436,0.00018492409254502827,depthwise,4.579785019729476e-08,11,10,360,forest,0.03557272369072247,weighted,0.0819629288774001,0.811908706283885,COMPLETE
37,0.5037117075348416,2024-03-21 16:24:08.410936,2024-03-21 16:34:07.749333,0 days 00:09:59.338397,0.0024983827667912355,dart,0.38921330869341186,0.0013950741963124778,depthwise,9.507536860649034e-08,13,8,320,forest,7.69755547466179e-08,weighted,0.010278546120180896,0.9101545611716018,COMPLETE
38,0.4812140155785457,2024-03-21 16:34:07.750335,2024-03-21 16:34:43.348404,0 days 00:00:35.598069,0.0010018452576960222,gbtree,0.29208502939008346,0.0023385596879139914,depthwise,1.062811647457261e-08,9,8,300,,,,,0.7753833403164726,COMPLETE
39,0.4969107722702077,2024-03-21 16:34:43.350410,2024-03-21 16:46:13.476832,0 days 00:11:30.126422,0.0067743770161711936,dart,0.5462564965323241,0.00030710036331676565,depthwise,5.176358997150846e-07,13,7,340,forest,0.0005327502451955261,weighted,0.00040681535736624715,0.5822549084209093,COMPLETE
40,0.48032828659801635,2024-03-21 16:46:13.478837,2024-03-21 16:47:07.027920,0 days 00:00:53.549083,0.9436935156452806,gbtree,0.3547485532966293,3.38672376493786e-05,depthwise,2.593037289576528e-07,11,10,360,,,,,0.397298741965063,COMPLETE
41,0.5178205814991437,2024-03-21 16:47:07.028993,2024-03-21 16:57:41.413412,0 days 00:10:34.384419,0.003468034124668406,dart,0.28431237251171715,1.965047621581174e-05,lossguide,5.153414739925981e-08,13,6,340,forest,0.026378589231881407,weighted,0.0026532855028805927,0.962410279550472,COMPLETE
42,0.5132083337726137,2024-03-21 16:57:41.414432,2024-03-21 17:08:24.291031,0 days 00:10:42.876599,0.024631314327853933,dart,0.3065407238138276,1.5175472628637648e-06,lossguide,6.158391626967416e-08,13,6,340,forest,0.010914754916943697,weighted,0.019818893346035208,0.9516820285055847,COMPLETE
43,0.5154435970724641,2024-03-21 17:08:24.293147,2024-03-21 17:20:21.338130,0 days 00:11:57.044983,0.032686371099798134,dart,0.3140223795963048,1.1060760858795616e-06,lossguide,8.057440208811419e-07,13,6,360,forest,0.015204474434289137,weighted,0.03247690829962438,0.9014689140735012,COMPLETE
44,0.4203633011885364,2024-03-21 17:20:21.339903,2024-03-21 17:32:11.107076,0 days 00:11:49.767173,0.03475798170922492,dart,0.2726137067372064,2.760174912725153e-07,lossguide,8.827075163654399e-07,13,6,380,forest,0.23523968819308902,weighted,0.3134764671708038,0.9017765557227986,COMPLETE
45,0.5116750182049615,2024-03-21 17:32:11.109203,2024-03-21 17:44:50.767329,0 days 00:12:39.658126,0.14887234437897578,dart,0.33965627645201657,6.656277417125959e-07,lossguide,3.0608203965402e-06,13,7,360,forest,0.00013641080857198332,weighted,0.0012760141150252023,0.8574610366308496,COMPLETE
46,0.49913181679786456,2024-03-21 17:44:50.767329,2024-03-21 17:58:11.229277,0 days 00:13:20.461948,0.004202874111261299,dart,0.37735698824002206,2.3507493347170666e-06,depthwise,2.2976338338928573e-08,13,6,380,tree,0.0228605031503348,uniform,0.03359606038757157,0.9132562018853896,COMPLETE
47,0.5072495025764748,2024-03-21 17:58:11.232275,2024-03-21 17:59:14.715617,0 days 00:01:03.483342,0.0015283754665634131,gbtree,0.32083160126763804,1.7422305089627275e-05,lossguide,3.2238926969216844e-07,13,6,360,,,,,0.963007125345663,COMPLETE
48,0.20554582467282603,2024-03-21 17:59:14.715617,2024-03-21 18:06:00.975102,0 days 00:06:46.259485,0.06184273267933665,dart,0.23409793512833757,0.0033905403847577483,lossguide,1.968234351914488e-05,7,12,340,forest,0.9168686644143773,weighted,0.10687240036856144,0.7086315058207288,COMPLETE
49,0.5053806185259841,2024-03-21 18:06:00.975102,2024-03-21 18:18:56.353543,0 days 00:12:55.378441,0.0005204402611921698,dart,0.27889712719088605,0.010704366720091327,lossguide,7.542849507168152e-07,13,7,380,tree,0.0019667940863463,uniform,0.551661632696683,0.8418786135422631,COMPLETE
