number,values_0,values_1,datetime_start,datetime_complete,duration,params_alpha,params_booster,params_colsample_bytree,params_eta,params_gamma,params_grow_policy,params_lambda,params_max_depth,params_min_child_weight,params_n_estimators,params_normalize_type,params_rate_drop,params_sample_type,params_skip_drop,params_subsample,system_attrs_nsga2:generation,state
52,0.5329588720093815,0.2944091270224543,2024-03-10 19:22:31.430351,2024-03-10 19:29:36.854438,0 days 00:07:05.424087,0.05383786237646283,gbtree,0.4065357689810224,0.052549108029866044,0.05708209793089185,lossguide,0.0003266148023884961,7,4,280,,,,,0.9602005396295465,1,COMPLETE
53,0.3154843389439329,0.42992492476176414,2024-03-10 19:29:36.855450,2024-03-10 19:34:12.085008,0 days 00:04:35.229558,0.027322934766147982,gbtree,0.9691155288197404,0.020234164251974718,0.0038155724381128855,lossguide,0.0006550991041369071,3,10,240,,,,,0.6249740123260032,1,COMPLETE
54,0.3770101972748527,0.39000114409927195,2024-03-10 19:34:12.086009,2024-03-10 19:45:35.204424,0 days 00:11:23.118415,0.004474666404733346,gbtree,0.9369910364319811,0.4097250320069698,6.781108719473577e-07,depthwise,1.945054602261792e-05,7,10,240,,,,,0.7441133213364473,1,COMPLETE
55,0.29525999936837666,0.4359079472644808,2024-03-10 19:45:35.206951,2024-03-10 20:09:30.576380,0 days 00:23:55.369429,0.030288962873652105,dart,0.5986522956237007,0.4210676332232093,0.05708209793089185,depthwise,0.003697223362316157,7,7,240,forest,0.00035055047906339896,weighted,0.9940729748573601,0.5632789134405152,1,COMPLETE
56,-0.0450387019527503,0.6551214135970345,2024-03-10 20:09:30.577382,2024-03-10 20:13:25.565827,0 days 00:03:54.988445,0.016416089370779787,dart,0.5243427035910437,0.018035561185270624,0.001725477700599861,depthwise,0.306581092304489,3,8,140,tree,0.7415751589979279,uniform,0.0006717236717886493,0.9284710063775932,1,COMPLETE
57,0.48592086427264986,0.3216789595524917,2024-03-10 20:13:25.566829,2024-03-10 20:20:11.954433,0 days 00:06:46.387604,2.5759318456242014e-06,gbtree,0.9481176953381618,0.13160273309019113,0.001725477700599861,lossguide,0.306581092304489,5,3,200,,,,,0.6117027915913631,1,COMPLETE
58,0.3909267460808764,0.38215650392334044,2024-03-10 20:20:11.955436,2024-03-10 20:24:11.181304,0 days 00:03:59.225868,2.979405307487311e-07,gbtree,0.9166802676891896,0.030248844300544482,0.0036500976928503896,depthwise,8.289757786713208e-07,5,6,120,,,,,0.611900862551682,1,COMPLETE
59,0.47728245390081625,0.3261457152468246,2024-03-10 20:24:11.182321,2024-03-10 20:27:57.424069,0 days 00:03:46.241748,4.178013943530893e-08,gbtree,0.38118386532550724,0.1699723766920952,0.026686056550420573,lossguide,5.026063547032722e-07,7,3,180,,,,,0.6739580889594402,1,COMPLETE
60,0.4662479622774322,0.33519777848588944,2024-03-10 20:27:57.426074,2024-03-10 20:35:24.791484,0 days 00:07:27.365410,2.979405307487311e-07,dart,0.5978694856040783,0.10186566681169983,1.8744757952681215e-07,depthwise,8.289757786713208e-07,5,6,120,forest,0.00016831955898329192,uniform,2.4790549821072176e-07,0.611900862551682,1,COMPLETE
61,0.4129740821501423,0.36562664073449275,2024-03-10 20:35:24.792486,2024-03-10 20:39:39.165169,0 days 00:04:14.372683,0.05383786237646283,gbtree,0.8734363122290967,0.29249302482319,3.6753845646815016e-05,lossguide,0.0003266148023884961,3,5,240,,,,,0.5632789134405152,1,COMPLETE
62,0.4689687105951882,0.33345529499308096,2024-03-10 20:39:39.166171,2024-03-10 20:42:48.931431,0 days 00:03:09.765260,1.3309135411293995e-05,gbtree,0.4001514208234145,0.2710827408738642,2.518736852922155e-05,lossguide,0.0002377544860522833,5,5,180,,,,,0.8187383565971695,1,COMPLETE
63,0.4739835219648625,0.328501380664303,2024-03-10 20:42:48.932434,2024-03-10 21:02:31.290104,0 days 00:19:42.357670,2.9850466430827112e-05,dart,0.25698804977739836,0.26956652673099607,2.9591867268264144e-05,depthwise,1.63890719200891e-07,7,3,220,tree,4.338225140953283e-06,weighted,0.0001725308777119409,0.9659212282253726,1,COMPLETE
64,0.4269292343834919,0.3597003209789678,2024-03-10 21:02:31.290104,2024-03-10 21:13:45.428845,0 days 00:11:14.138741,1.0949270641120365e-08,dart,0.4001514208234145,0.019621623128522978,1.1372443950599989e-07,lossguide,6.839291170888804e-08,7,5,160,tree,0.00012450146141708814,uniform,0.0022272985156498466,0.4468415334311627,1,COMPLETE
65,0.3940153230937997,0.3815681983938772,2024-03-10 21:13:45.429848,2024-03-10 21:14:45.883800,0 days 00:01:00.453952,1.0949270641120365e-08,gbtree,0.3099325626003102,0.13481931626676646,3.932938304382014e-06,lossguide,9.126048041319004e-07,3,9,120,,,,,0.9125247331020236,1,COMPLETE
66,0.42123969965772057,0.3615784170385171,2024-03-10 21:14:45.884791,2024-03-10 21:28:17.978373,0 days 00:13:32.093582,2.9850466430827112e-05,dart,0.4829578361449519,0.18548779688252395,1.4246423827959636e-08,lossguide,2.60746851168921e-08,5,3,180,forest,5.524395626426051e-06,weighted,6.335563759742129e-05,0.3907896212285441,1,COMPLETE
67,0.48183010144578986,0.32439333304097506,2024-03-10 21:28:17.980563,2024-03-10 21:37:43.563542,0 days 00:09:25.582979,0.009841253942185718,dart,0.5533833093355944,0.1336132108687906,0.010958477777157336,depthwise,1.4096660824882792e-08,7,4,140,forest,2.0519761613869317e-05,uniform,3.1758831511565035e-08,0.4902195192743185,1,COMPLETE
68,0.44770577976548925,0.34652890116170343,2024-03-10 21:37:43.565548,2024-03-10 21:51:08.065495,0 days 00:13:24.499947,0.0074508735104472906,dart,0.2363401328259802,0.06841258813753241,0.028169897444773263,lossguide,1.4096660824882792e-08,5,7,200,tree,5.264120665355035e-06,weighted,1.281269050141863e-06,0.3204126243484151,1,COMPLETE
69,0.5021382795377036,0.31215558854748915,2024-03-10 21:51:08.066499,2024-03-10 21:58:54.572513,0 days 00:07:46.506014,0.0002446324295458685,gbtree,0.7456112382215541,0.10072465520729167,0.016409454528734727,lossguide,0.0010178677058855484,5,2,280,,,,,0.7054960816591664,1,COMPLETE
70,0.48400600065166943,0.32412697958842196,2024-03-10 21:58:54.573516,2024-03-10 22:00:53.932892,0 days 00:01:59.359376,0.04501698171957631,gbtree,0.3124831189836508,0.11520937164594354,2.5811342139244302e-06,depthwise,0.0010178677058855484,5,9,160,,,,,0.7054960816591664,1,COMPLETE
71,0.45806992610533515,0.33925969784659893,2024-03-10 22:00:53.933895,2024-03-10 22:05:56.042218,0 days 00:05:02.108323,3.328917767370189e-05,gbtree,0.7889427626754741,0.2710827408738642,0.026686056550420573,lossguide,2.0098831923255267e-06,5,7,160,,,,,0.8187383565971695,1,COMPLETE
72,0.45196458079612045,0.344322062039764,2024-03-10 22:05:56.043220,2024-03-10 22:10:22.866936,0 days 00:04:26.823716,0.021207974900125836,gbtree,0.7518325540148165,0.13718569938529082,2.518736852922155e-05,lossguide,9.669041020219502e-05,3,9,240,,,,,0.9125247331020236,1,COMPLETE
73,0.26805683767451566,0.4582005023561283,2024-03-10 22:10:22.867954,2024-03-10 22:12:21.999201,0 days 00:01:59.131247,0.010117178148929493,gbtree,0.32718005062628414,0.010086561138079451,8.78161782330115e-06,depthwise,6.556233407288579e-08,5,5,140,,,,,0.8160752537988623,1,COMPLETE
74,0.4555841701445539,0.34223594071389035,2024-03-10 22:12:22.000204,2024-03-10 22:23:25.917374,0 days 00:11:03.917170,0.04501698171957631,dart,0.9585034906113379,0.05923316937566872,1.146330447158869e-06,lossguide,0.0009113573202946645,5,9,140,tree,5.1044240089629374e-08,weighted,3.201685823742248e-08,0.6956901620459037,1,COMPLETE
75,0.4690191476955867,0.3327359346086058,2024-03-10 22:23:25.918377,2024-03-10 22:31:04.479934,0 days 00:07:38.561557,0.00019551814420811102,dart,0.5978694856040783,0.10186566681169983,4.141325203602336e-07,lossguide,9.643872349707158e-08,5,6,120,forest,0.0033773852859591627,weighted,8.175468899493297e-05,0.8452421269776489,1,COMPLETE
76,0.37742030275539706,0.385568961389858,2024-03-10 22:31:04.480937,2024-03-10 22:53:25.083374,0 days 00:22:20.602437,0.0074508735104472906,dart,0.9481176953381618,0.5383979304423783,0.028169897444773263,depthwise,1.4096660824882792e-08,7,5,200,forest,0.0038520453045766782,uniform,3.602984943542086e-07,0.8926249590790876,1,COMPLETE
77,0.5039041177779613,0.311180551187934,2024-03-10 22:53:25.085280,2024-03-10 23:22:55.176329,0 days 00:29:30.091049,0.0002446324295458685,dart,0.7456112382215541,0.10072465520729167,6.781108719473577e-07,depthwise,0.031152065406585886,5,7,280,forest,0.0007787700418258326,weighted,0.03340490456414213,0.5922864160423719,1,COMPLETE
78,0.48390803413558797,0.3236066553467509,2024-03-10 23:22:55.177502,2024-03-10 23:27:49.971593,0 days 00:04:54.794091,5.93730311415354e-06,gbtree,0.6248749851671829,0.052549108029866044,1.2741142491025885e-07,lossguide,2.557925364668216e-08,7,4,280,,,,,0.2688304995483799,1,COMPLETE
79,0.43091413994013256,0.357206106405226,2024-03-10 23:27:49.972465,2024-03-10 23:29:15.376209,0 days 00:01:25.403744,1.2185603279693935e-07,gbtree,0.36881488839560195,0.26956652673099607,2.0461729306682538e-07,depthwise,8.088018924408681e-07,3,4,140,,,,,0.9659212282253726,1,COMPLETE
80,0.4133148435728652,0.36780326833329174,2024-03-10 23:29:15.377211,2024-03-10 23:35:16.946887,0 days 00:06:01.569676,0.0002446324295458685,gbtree,0.7456112382215541,0.02060420005231228,0.0036657522214688736,lossguide,1.4936938624765045e-07,5,10,240,,,,,0.5442268524224115,1,COMPLETE
81,0.5295789499747119,0.29576126410127607,2024-03-10 23:35:16.947902,2024-03-11 00:13:52.043577,0 days 00:38:35.095675,0.021207974900125836,dart,0.6248749851671829,0.052549108029866044,3.468700636233885e-05,lossguide,9.669041020219502e-05,7,4,300,forest,2.118114223785254e-05,uniform,0.016484327396010107,0.9852420655157923,1,COMPLETE
82,0.4045453754070805,0.37332675570435037,2024-03-11 00:13:52.045087,2024-03-11 00:19:39.072808,0 days 00:05:47.027721,0.04501698171957631,gbtree,0.8247446804541902,0.017282594681437214,2.5811342139244302e-06,depthwise,2.557925364668216e-08,7,9,120,,,,,0.8789065773521354,1,COMPLETE
83,0.4733261779780741,0.3314654189739973,2024-03-11 00:19:39.072808,2024-03-11 00:30:56.073707,0 days 00:11:17.000899,1.2185603279693935e-07,dart,0.9585034906113379,0.26956652673099607,5.276687977623346e-05,depthwise,0.002455458173653765,5,6,140,forest,1.957979612282414e-05,uniform,0.081343236612761,0.9659212282253726,1,COMPLETE
